points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
24,-3,〇,2,1,0,1,18,56.25%,2,0,楊敬敏,87,楊敬敏,6,0,3,64.38%,33:18,12,6-12,50%,12,2-4,50%,6,6-6,100%
,,,,,,,,,,,林力仁,76,林力仁,7,,,,DNP,,,,,,,,,
6,7,〇,4,8,1,10,15,30%,0,1,林書緯,41,林書緯,1,1,10,30%,40:08,7,3-7,42.86%,7,0-3,0%,0,0-0,0%
16,2,〇,2,3,1,10,24,40%,5,0,牧倫斯,265,牧倫斯,5,2,15,45.35%,41:34,11,6-11,54.55%,11,0-4,0%,6,4-6,66.67%
11,-1,〇,4,2,1,9,8,26.47%,1,5,曼尼高,337,曼尼高,55,3,10,29.32%,34:32,12,3-12,25%,12,1-5,20%,4,2-4,50%
4,-6,〇,0,0,0,0,1,40%,0,1,蘇士軒,290,蘇士軒,17,0,0,40%,07:34,5,2-5,40%,5,0-0,0%,0,0-0,0%
7,5,,1,0,4,3,13,43.75%,3,4,戴維斯,69,戴維斯,50,2,6,43.75%,27:57,4,2-4,50%,4,1-4,25%,0,0-0,0%
6,2,,4,2,0,2,0,28.57%,0,3,李愷諺,233,李愷諺,9,1,2,34.25%,27:12,5,2-5,40%,5,0-2,0%,4,2-4,50%
,,,,,,,,,,,陳俊男,232,陳俊男,3,,,,DNP,,,,,,,,,
0,0,,0,0,0,1,0,0%,0,1,楊興治,228,楊興治,13,0,1,0%,02:40,1,0-1,0%,1,0-0,0%,0,0-0,0%
3,8,,0,2,0,4,8,33.33%,1,0,簡祐哲,234,簡祐哲,10,1,5,38.66%,16:56,2,1-2,50%,2,0-1,0%,2,1-2,50%
,,,,,,,,,,,聶歐瑪,238,聶歐瑪,25,,,,DNP,,,,,,,,,
0,6,,0,1,0,1,1,0%,0,1,洪志善,237,洪志善,24,1,1,0%,08:09,0,0-0,0%,0,0-2,0%,0,0-0,0%
