points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,15,,2,2,0,0,1,50%,0,0,成力煥,72,成力煥,21,0,0,50%,11:31,1,1-1,100%,1,0-1,0%,0,0-0,0%
1,-24,,1,0,0,1,-2,0%,1,4,陳冠全,67,陳冠全,15,0,2,12.89%,11:07,0,0-0,0%,0,0-3,0%,2,1-2,50%
5,-22,,0,1,0,0,2,41.67%,0,2,施晉堯,65,施晉堯,28,0,0,41.67%,17:17,2,1-2,50%,2,1-4,25%,0,0-0,0%
5,1,,1,3,0,0,8,125%,1,0,關達祐,58,關達祐,6,0,1,125%,10:37,1,1-1,100%,1,1-1,100%,0,0-0,0%
14,20,〇,0,3,3,13,29,63.64%,0,3,丁恩迪,293,丁恩迪,1,1,13,63.64%,33:53,7,4-7,57.14%,7,2-4,50%,0,0-0,0%
0,-9,,1,0,0,0,-2,0%,0,2,林子洧,294,林子洧,5,0,0,0%,03:47,0,0-0,0%,0,0-1,0%,0,0-0,0%
19,12,〇,0,0,0,0,20,121.43%,0,4,張鎮衙,297,張鎮衙,27,2,0,120.56%,18:48,1,1-1,100%,1,5-6,83.33%,2,2-2,100%
3,4,〇,3,6,1,2,5,25%,0,0,白曜誠,298,白曜誠,30,1,2,25%,23:05,1,0-1,0%,1,1-5,20%,0,0-0,0%
26,-5,〇,1,5,0,7,27,45.65%,4,2,沃許本,299,沃許本,42,1,11,49.85%,45:38,19,9-19,47.37%,19,1-4,25%,7,5-7,71.43%
5,-3,〇,0,2,0,2,8,83.33%,0,0,李家慷,218,李家慷,12,0,2,83.33%,17:51,1,1-1,100%,1,1-2,50%,0,0-0,0%
5,9,,0,3,0,4,13,62.5%,1,1,黃泓瀚,221,黃泓瀚,22,2,5,62.5%,14:36,2,1-2,50%,2,1-2,50%,0,0-0,0%
2,5,,1,1,0,2,4,0%,0,1,陳昱瑞,219,陳昱瑞,00,1,2,53.19%,12:39,0,0-0,0%,0,0-1,0%,2,2-2,100%
6,-23,,2,1,0,2,0,31.25%,0,3,盧峻翔,226,盧峻翔,69,0,2,33.78%,19:11,3,1-3,33.33%,3,1-5,20%,2,1-2,50%
