points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,-9,,0,1,0,0,9,68.75%,0,1,高國豪,84,高國豪,4,1,0,68.75%,21:43,3,1-3,33.33%,3,3-5,60%,0,0-0,0%
6,-1,,0,0,0,5,8,40%,0,3,蕭順議,80,蕭順議,11,2,5,44.38%,17:17,5,2-5,40%,5,0-0,0%,4,2-4,50%
,,,,,,,,,,,宋宇軒,75,宋宇軒,5,,,,DNP,,,,,,,,,
5,-19,〇,2,7,0,4,12,50%,1,2,田浩,82,田浩,9,0,5,50%,24:51,2,1-2,50%,2,1-3,33.33%,0,0-0,0%
8,5,,2,0,0,1,8,100%,0,3,郭少傑,47,郭少傑,24,2,1,103.09%,14:03,0,0-0,0%,0,2-3,66.67%,2,2-2,100%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
0,-1,,0,0,0,0,0,0%,0,0,曾柏喻,301,曾柏喻,7,0,0,0%,01:11,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-1,,1,0,1,0,-1,0%,0,0,呂奇旻,303,呂奇旻,23,0,0,0%,02:18,1,0-1,0%,1,0-0,0%,0,0-0,0%
13,-10,〇,6,6,0,8,15,32.5%,6,4,阿提諾,304,阿提諾,31,2,14,32.5%,40:06,16,5-16,31.25%,16,1-4,25%,0,0-0,0%
5,13,,2,5,0,1,7,62.5%,0,1,林明毅,156,林明毅,3,0,1,62.5%,21:54,1,1-1,100%,1,1-3,33.33%,0,0-0,0%
9,-7,〇,7,6,0,1,3,50%,1,1,林宜輝,224,林宜輝,36,0,2,48.28%,31:38,4,1-4,25%,4,2-4,50%,3,1-3,33.33%
9,-5,〇,2,2,0,2,9,64.29%,0,3,朱雲豪,223,朱雲豪,8,1,2,64.29%,27:25,3,3-3,100%,3,1-4,25%,0,0-0,0%
28,-5,〇,3,0,1,8,33,55%,9,1,辛巴,246,辛巴,35,1,17,59.52%,37:34,20,11-20,55%,20,0-0,0%,8,6-8,75%
