points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,王柏智,89,王柏智,10,,,,DNP,,,,,,,,,
7,13,,0,0,0,6,17,116.67%,0,3,張伯維,45,張伯維,77,4,6,116.67%,16:44,2,2-2,100%,2,1-1,100%,0,0-0,0%
17,2,〇,3,4,2,6,21,63.64%,0,4,悟空,353,悟空,3,3,6,64.39%,28:39,4,1-4,25%,4,4-7,57.14%,5,3-5,60%
20,3,〇,3,4,2,14,37,58.82%,5,4,路易士,359,路易士,5,2,19,58.82%,44:35,17,10-17,58.82%,17,0-0,0%,0,0-0,0%
,,,,,,,,,,,張傑瑋,282,張傑瑋,2,,,,DNP,,,,,,,,,
,,,,,,,,,,,林郅為,286,林郅為,18,,,,DNP,,,,,,,,,
18,14,〇,5,10,0,8,13,25%,1,5,林書豪,354,林書豪,7,2,9,31.42%,41:24,22,5-22,22.73%,22,1-4,25%,6,5-6,83.33%
5,-14,,0,0,2,2,8,66.67%,1,0,孫思堯,62,孫思堯,20,0,3,64.43%,13:40,3,2-3,66.67%,3,0-0,0%,2,1-2,50%
5,3,〇,0,0,0,0,0,31.25%,1,3,呂政儒,208,呂政儒,13,0,1,31.25%,31:38,1,1-1,100%,1,1-7,14.29%,0,0-0,0%
,,,,,,,,,,,藍少甫,209,藍少甫,23,,,,DNP,,,,,,,,,
,,,,,,,,,,,林均濠,206,林均濠,11,,,,DNP,,,,,,,,,
7,2,〇,5,5,0,1,4,38.89%,1,3,陳又瑋,204,陳又瑋,4,1,2,38.89%,30:16,3,2-3,66.67%,3,1-6,16.67%,0,0-0,0%
13,12,,0,1,0,1,11,66.67%,0,1,王律翔,211,王律翔,8,1,1,65.79%,33:04,6,3-6,50%,6,2-3,66.67%,2,1-2,50%
