points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,王柏智,89,王柏智,10,,,,DNP,,,,,,,,,
2,-1,〇,1,4,0,2,6,25%,1,3,張伯維,45,張伯維,77,1,3,25%,24:18,4,1-4,25%,4,0-0,0%,0,0-0,0%
18,-2,〇,3,2,0,11,21,50%,2,5,克拉索夫,346,克拉索夫,55,1,13,52.69%,43:12,14,7-14,50%,14,0-0,0%,7,4-7,57.14%
9,-4,〇,2,1,3,8,8,26.67%,2,3,鐵米,280,鐵米,0,0,10,27.57%,34:05,9,4-9,44.44%,9,0-6,0%,3,1-3,33.33%
0,-1,,0,0,0,0,0,0%,0,1,林柏豪,281,林柏豪,1,0,0,0%,03:57,0,0-0,0%,0,0-0,0%,0,0-0,0%
6,0,,6,4,0,4,5,25%,2,0,張傑瑋,282,張傑瑋,2,0,6,45.18%,21:12,3,1-3,33.33%,3,0-1,0%,6,4-6,66.67%
,,,,,,,,,,,林郅為,286,林郅為,18,,,,DNP,,,,,,,,,
,,,,,,,,,,,孫思堯,62,孫思堯,20,,,,DNP,,,,,,,,,
17,2,,1,4,1,4,24,77.27%,3,3,呂政儒,208,呂政儒,13,1,7,77.27%,34:38,1,1-1,100%,1,5-10,50%,0,0-0,0%
6,-8,,1,0,0,2,5,42.86%,2,1,藍少甫,209,藍少甫,23,0,4,42.86%,12:06,5,3-5,60%,5,0-2,0%,0,0-0,0%
,,,,,,,,,,,林均濠,206,林均濠,11,,,,DNP,,,,,,,,,
14,5,〇,5,7,0,5,19,46.43%,2,2,陳又瑋,204,陳又瑋,4,4,7,48.48%,31:36,11,5-11,45.45%,11,1-3,33.33%,1,1-1,100%
14,-6,〇,2,1,0,2,10,60%,0,4,王律翔,211,王律翔,8,1,2,64.34%,34:56,2,0-2,0%,2,4-8,50%,2,2-2,100%
