points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
14,3,〇,4,3,0,0,8,57.14%,1,3,楊敬敏,87,楊敬敏,6,0,1,66.54%,29:26,3,1-3,33.33%,3,2-4,50%,8,6-8,75%
,,,,,,,,,,,林力仁,76,林力仁,7,,,,DNP,,,,,,,,,
17,-1,〇,5,7,0,3,17,56.67%,1,2,林書緯,41,林書緯,1,2,4,56.67%,36:37,6,4-6,66.67%,6,3-9,33.33%,0,0-0,0%
27,0,〇,4,1,1,13,29,57.89%,4,2,牧倫斯,265,牧倫斯,5,0,17,58.8%,36:32,13,8-13,61.54%,13,2-6,33.33%,9,5-9,55.56%
16,1,〇,1,3,0,4,21,61.11%,0,5,曼尼高,337,曼尼高,55,6,4,63.9%,31:02,7,4-7,57.14%,7,1-2,50%,8,5-8,62.5%
,,,,,,,,,,,李威廷,288,李威廷,4,,,,DNP,,,,,,,,,
6,14,〇,0,1,0,2,10,75%,1,3,蘇士軒,290,蘇士軒,17,1,3,75%,13:50,3,3-3,100%,3,0-1,0%,0,0-0,0%
0,-7,,0,2,0,1,1,0%,0,2,林金榜,263,林金榜,19,2,1,0%,19:30,4,0-4,0%,4,0-0,0%,0,0-0,0%
17,5,,2,2,0,3,17,50%,7,2,戴維斯,69,戴維斯,50,0,10,51.08%,31:43,9,7-9,77.78%,9,0-5,0%,6,3-6,50%
0,-10,,1,1,0,0,0,0%,0,1,陳俊男,232,陳俊男,3,0,0,0%,06:28,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,楊興治,228,楊興治,13,,,,DNP,,,,,,,,,
3,-9,,0,0,0,0,1,50%,1,3,簡祐哲,234,簡祐哲,10,1,1,38.66%,13:41,1,0-1,0%,1,1-2,50%,2,0-2,0%
,,,,,,,,,,,聶歐瑪,238,聶歐瑪,25,,,,DNP,,,,,,,,,
6,-1,,0,3,0,2,10,100%,0,2,洪志善,237,洪志善,24,0,2,100%,21:11,1,0-1,0%,1,2-2,100%,0,0-0,0%
