points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
25,-38,〇,4,8,0,3,20,45.24%,2,1,特壞,334,特壞,6,1,5,50.98%,43:23,11,5-11,45.45%,11,3-10,30%,8,6-8,75%
7,-11,,0,0,0,3,8,70%,0,5,李家瑞,79,李家瑞,12,0,3,70%,20:17,3,2-3,66.67%,3,1-2,50%,0,0-0,0%
15,-13,〇,1,3,0,4,20,81.25%,0,3,蕭順議,80,蕭順議,11,1,4,84.46%,20:42,7,5-7,71.43%,7,1-1,100%,2,2-2,100%
0,-5,,0,0,0,0,0,0%,1,1,宋宇軒,75,宋宇軒,5,0,1,0%,02:26,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,-8,,0,0,0,0,0,0%,0,2,郭少傑,47,郭少傑,24,0,0,0%,07:09,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,6,,0,0,0,1,3,33.33%,0,1,姜廣謙,300,姜廣謙,2,0,1,52.52%,13:25,3,1-3,33.33%,3,0-0,0%,4,3-4,75%
19,-22,,2,1,0,2,16,80%,0,1,曾柏喻,301,曾柏喻,7,0,2,80.78%,31:58,6,5-6,83.33%,6,2-4,50%,4,3-4,75%
11,-1,,1,2,0,3,13,66.67%,1,5,伊波卡,302,伊波卡,21,1,4,67.07%,24:01,6,4-6,66.67%,6,0-0,0%,5,3-5,60%
0,-4,〇,0,0,0,3,1,0%,0,1,呂奇旻,303,呂奇旻,23,1,3,0%,15:55,1,0-1,0%,1,0-2,0%,0,0-0,0%
,,,,,,,,,,,陳則語,352,陳則語,26,,,,DNP,,,,,,,,,
6,-17,〇,0,2,1,0,5,35.71%,0,3,朱雲豪,223,朱雲豪,8,2,0,38.07%,27:42,3,1-3,33.33%,3,1-4,25%,2,1-2,50%
13,-37,〇,4,4,1,7,13,30%,1,4,班尼特,255,班尼特,13,4,8,36.85%,33:02,8,3-8,37.5%,8,1-7,14.29%,6,4-6,66.67%
