points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
16,-18,,2,4,0,3,11,40%,0,3,林俊吉,90,林俊吉,11,1,3,46.51%,27:48,6,3-6,50%,6,2-9,22.22%,5,4-5,80%
8,13,,3,1,0,2,11,66.67%,4,1,李德威,94,李德威,26,1,6,66.67%,25:43,5,4-5,80%,5,0-1,0%,0,0-0,0%
15,1,,3,0,0,2,8,58.33%,1,1,陳振傑,148,陳振傑,0,0,3,58.23%,29:46,6,4-6,66.67%,6,2-6,33.33%,2,1-2,50%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
0,3,,2,2,0,0,0,0%,0,1,吳家駿,215,吳家駿,3,0,0,0%,10:58,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,3,,0,0,0,3,5,50%,1,1,林耀宗,59,林耀宗,7,0,4,50%,12:04,1,1-1,100%,1,0-1,0%,0,0-0,0%
23,-5,〇,1,0,5,8,19,39.13%,2,5,波因特,277,波因特,15,2,10,41.31%,37:16,19,9-19,47.37%,19,0-4,0%,11,5-11,45.45%
3,-19,〇,0,0,0,2,3,21.43%,3,1,盧冠良,278,盧冠良,28,1,5,21.43%,23:23,3,0-3,0%,3,1-4,25%,0,0-0,0%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
7,-23,〇,2,3,0,2,9,58.33%,1,0,錢肯尼,149,錢肯尼,23,1,3,58.33%,24:42,4,2-4,50%,4,1-2,50%,0,0-0,0%
2,-10,〇,1,2,0,0,1,20%,1,2,吳永盛,229,吳永盛,14,1,1,20%,14:20,3,1-3,33.33%,3,0-2,0%,0,0-0,0%
9,-32,〇,6,0,4,12,18,60%,2,3,吉爾貝克,212,吉爾貝克,34,0,14,66.57%,29:07,5,3-5,60%,5,0-0,0%,4,3-4,75%
3,2,,1,0,0,0,2,150%,0,0,王振原,227,王振原,8,0,0,150%,04:53,0,0-0,0%,0,1-1,100%,0,0-0,0%
