points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
6,2,,1,0,0,1,3,42.86%,2,3,成力煥,72,成力煥,21,1,3,38.07%,18:48,6,3-6,50%,6,0-1,0%,2,0-2,0%
16,9,〇,3,5,0,2,18,50%,2,1,施晉堯,65,施晉堯,28,3,4,58.14%,31:15,6,3-6,50%,6,2-6,33.33%,4,4-4,100%
,,,,,,,,,,,關達祐,58,關達祐,6,,,,DNP,,,,,,,,,
2,-7,〇,0,0,0,2,6,100%,2,4,丁恩迪,293,丁恩迪,1,0,4,100%,10:26,1,1-1,100%,1,0-0,0%,0,0-0,0%
6,-5,,0,1,0,0,5,75%,0,0,林子洧,294,林子洧,5,0,0,75%,03:54,1,0-1,0%,1,2-3,66.67%,0,0-0,0%
12,21,〇,3,5,0,10,21,40%,2,2,桑尼,296,桑尼,13,1,12,51.02%,31:43,9,4-9,44.44%,9,0-1,0%,4,4-4,100%
14,4,,1,2,0,3,13,87.5%,0,2,張鎮衙,297,張鎮衙,27,0,3,78.83%,17:26,1,1-1,100%,1,4-7,57.14%,2,0-2,0%
5,4,,3,3,0,0,6,62.5%,1,2,白曜誠,298,白曜誠,30,2,1,62.5%,16:45,3,1-3,33.33%,3,1-1,100%,0,0-0,0%
18,20,,2,3,0,6,21,66.67%,0,2,沃許本,299,沃許本,42,1,6,69.88%,35:58,10,5-10,50%,10,2-2,100%,2,2-2,100%
,,,,,,,,,,,李家慷,218,李家慷,12,,,,DNP,,,,,,,,,
3,-8,,0,0,2,4,5,16.67%,1,2,林正,64,林正,25,1,5,21.8%,17:53,5,1-5,20%,5,0-1,0%,2,1-2,50%
0,9,〇,1,1,0,0,3,0%,2,2,陳昱瑞,219,陳昱瑞,00,4,2,0%,27:35,2,0-2,0%,2,0-1,0%,0,0-0,0%
28,16,〇,0,1,0,2,26,69.44%,0,0,盧峻翔,226,盧峻翔,69,3,2,72.46%,28:17,6,5-6,83.33%,6,5-12,41.67%,3,3-3,100%
