points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
9,-10,〇,1,3,0,2,11,66.67%,1,1,周桂羽,46,周桂羽,8,1,3,65.41%,26:13,2,1-2,50%,2,2-4,50%,2,1-2,50%
0,-2,,1,0,0,0,0,0%,0,1,林孟學,49,林孟學,13,1,0,0%,02:41,0,0-0,0%,0,0-0,0%,0,0-0,0%
15,10,〇,1,1,2,8,19,50%,1,0,曾祥鈞,52,曾祥鈞,21,1,9,54.51%,37:09,7,3-7,42.86%,7,2-5,40%,4,3-4,75%
14,-3,〇,0,3,0,2,16,60%,1,1,林志傑,48,林志傑,12,1,3,64.34%,25:15,3,3-3,100%,3,2-7,28.57%,2,2-2,100%
0,-10,,0,0,0,0,-1,0%,0,0,蔡文誠,50,蔡文誠,14,0,0,0%,06:05,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,-4,,0,1,0,3,1,0%,0,0,石博恩,53,石博恩,23,0,3,0%,09:30,1,0-1,0%,1,0-2,0%,0,0-0,0%
,,,,,,,,,,,陳范柏彥,270,陳范柏彥,1,,,,DNP,,,,,,,,,
,,,,,,,,,,,呂宗霖,273,呂宗霖,7,,,,DNP,,,,,,,,,
19,4,,1,3,0,2,19,79.17%,1,2,簡廷兆,275,簡廷兆,24,0,3,79.17%,27:10,4,2-4,50%,4,5-8,62.5%,0,0-0,0%
11,8,〇,3,7,1,10,16,33.33%,2,1,塞瑟夫,54,塞瑟夫,32,2,12,35.44%,46:40,6,1-6,16.67%,6,2-6,33.33%,8,3-8,37.5%
19,10,〇,2,1,1,7,11,35%,0,2,辛特力,51,辛特力,17,1,7,41.16%,32:32,11,4-11,36.36%,11,2-9,22.22%,7,5-7,71.43%
11,21,,3,3,1,3,17,137.5%,1,1,洪楷傑,235,洪楷傑,11,1,4,137.5%,19:01,1,1-1,100%,1,3-3,100%,0,0-0,0%
3,6,,1,1,0,1,1,30%,1,1,張文平,239,張文平,10,0,2,30%,07:44,0,0-0,0%,0,1-5,20%,0,0-0,0%
