points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
13,-2,,1,2,0,0,14,81.25%,1,1,賴廷恩,40,賴廷恩,0,1,1,81.25%,15:13,6,5-6,83.33%,6,1-2,50%,0,0-0,0%
8,39,,3,2,0,4,14,87.5%,1,1,周桂羽,46,周桂羽,8,3,5,90.09%,28:40,3,2-3,66.67%,3,1-1,100%,1,1-1,100%
8,21,,0,2,0,2,9,40%,4,0,曾祥鈞,52,曾祥鈞,21,0,6,38.31%,19:25,9,4-9,44.44%,9,0-1,0%,1,0-1,0%
8,6,,1,2,0,2,8,50%,0,4,蔡文誠,50,蔡文誠,14,0,2,58.14%,15:34,5,3-5,60%,5,0-1,0%,2,2-2,100%
9,11,,1,0,0,0,8,112.5%,1,0,石博恩,53,石博恩,23,0,1,112.5%,03:33,1,0-1,0%,1,3-3,100%,0,0-0,0%
8,-7,〇,1,0,0,1,8,66.67%,2,0,陳范柏彥,270,陳范柏彥,1,1,3,66.67%,17:26,1,1-1,100%,1,2-5,40%,0,0-0,0%
21,11,〇,5,6,0,12,33,64.29%,5,3,強森,269,強森,5,0,17,68.54%,31:47,9,6-9,66.67%,9,2-5,40%,3,3-3,100%
2,-3,,1,0,0,1,2,50%,1,0,謝宗融,274,謝宗融,15,0,2,50%,04:13,2,1-2,50%,2,0-0,0%,0,0-0,0%
2,36,,0,7,0,2,9,33.33%,0,1,簡廷兆,275,簡廷兆,24,0,2,33.33%,18:58,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
23,14,〇,0,4,2,6,30,67.65%,2,4,塞瑟夫,54,塞瑟夫,32,2,8,64.32%,37:02,12,7-12,58.33%,12,3-5,60%,2,0-2,0%
4,-7,〇,8,3,0,3,-2,33.33%,0,0,張宗憲,43,張宗憲,3,0,3,33.33%,16:21,6,2-6,33.33%,6,0-0,0%,0,0-0,0%
5,-1,〇,0,2,0,4,5,27.78%,0,4,洪楷傑,235,洪楷傑,11,1,4,27.78%,26:58,5,1-5,20%,5,1-4,25%,0,0-0,0%
3,17,,0,0,0,0,3,150%,0,1,張文平,239,張文平,10,0,0,150%,04:50,0,0-0,0%,0,1-1,100%,0,0-0,0%
