points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
25,23,〇,4,1,0,4,18,52.63%,2,1,楊敬敏,87,楊敬敏,6,1,6,57.76%,35:38,13,7-13,53.85%,13,2-6,33.33%,6,5-6,83.33%
,,,,,,,,,,,林力仁,76,林力仁,7,,,,DNP,,,,,,,,,
16,12,〇,3,6,1,2,16,57.14%,1,2,林書緯,41,林書緯,1,1,3,57.14%,36:44,3,2-3,66.67%,3,4-11,36.36%,0,0-0,0%
14,26,〇,1,4,1,12,30,50%,5,1,牧倫斯,265,牧倫斯,5,2,17,52.08%,31:44,8,5-8,62.5%,8,1-5,20%,1,1-1,100%
16,-1,〇,10,3,0,4,9,44.12%,1,2,曼尼高,337,曼尼高,55,5,5,45.87%,38:36,11,6-11,54.55%,11,1-6,16.67%,1,1-1,100%
,,,,,,,,,,,李威廷,288,李威廷,4,,,,DNP,,,,,,,,,
2,-6,,0,3,0,1,2,16.67%,0,2,林金榜,263,林金榜,19,1,1,16.67%,15:47,4,1-4,25%,4,0-2,0%,0,0-0,0%
9,-6,,0,2,0,8,17,50%,4,5,戴維斯,69,戴維斯,50,0,12,48.28%,22:15,5,4-5,80%,5,0-3,0%,3,1-3,33.33%
16,9,〇,3,5,0,6,23,87.5%,0,4,李愷諺,233,李愷諺,9,2,6,90.09%,37:45,3,1-3,33.33%,3,4-5,80%,2,2-2,100%
0,-7,,0,1,0,1,2,0%,3,1,陳俊男,232,陳俊男,3,1,4,0%,11:51,2,0-2,0%,2,0-2,0%,0,0-0,0%
3,10,,0,0,0,1,4,75%,0,0,簡祐哲,234,簡祐哲,10,1,1,75%,09:40,0,0-0,0%,0,1-2,50%,0,0-0,0%
,,,,,,,,,,,李睿麒,230,李睿麒,0,,,,DNP,,,,,,,,,
,,,,,,,,,,,聶歐瑪,238,聶歐瑪,25,,,,DNP,,,,,,,,,
