points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
6,-9,〇,1,4,0,5,6,14.29%,1,3,高國豪,84,高國豪,4,3,6,20.16%,36:01,9,2-9,22.22%,9,0-5,0%,2,2-2,100%
0,-7,,1,0,0,0,-1,0%,0,1,李家瑞,79,李家瑞,12,0,0,0%,01:38,0,0-0,0%,0,0-0,0%,0,0-0,0%
4,-8,〇,0,1,0,0,5,50%,1,1,宋宇軒,75,宋宇軒,5,1,1,50%,16:15,4,2-4,50%,4,0-0,0%,0,0-0,0%
7,-2,,0,3,0,2,12,60%,2,2,田浩,82,田浩,9,2,4,59.52%,20:27,2,0-2,0%,2,2-3,66.67%,2,1-2,50%
5,13,,0,1,0,0,0,0%,2,4,郭少傑,47,郭少傑,24,1,2,23.5%,25:27,4,0-4,0%,4,0-4,0%,6,5-6,83.33%
21,-3,〇,4,2,1,6,16,39.47%,2,3,太樂,357,太樂,3,0,8,48.52%,35:41,14,6-14,42.86%,14,1-5,20%,6,6-6,100%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
5,2,,0,2,0,3,3,12.5%,0,0,曾柏喻,301,曾柏喻,7,1,3,25.61%,24:25,6,1-6,16.67%,6,0-2,0%,4,3-4,75%
10,13,,4,0,0,4,11,62.5%,2,5,伊波卡,302,伊波卡,21,2,6,62.5%,15:46,8,5-8,62.5%,8,0-0,0%,0,0-0,0%
1,8,,0,0,0,0,-1,0%,0,3,呂奇旻,303,呂奇旻,23,0,0,26.6%,08:36,0,0-0,0%,0,0-1,0%,2,1-2,50%
24,-9,〇,2,5,2,11,36,64.71%,4,4,阿提諾,304,阿提諾,31,0,15,63.97%,43:11,16,11-16,68.75%,16,0-1,0%,4,2-4,50%
2,-18,〇,0,0,0,1,-1,20%,0,1,朱雲豪,223,朱雲豪,8,0,1,20%,12:33,3,1-3,33.33%,3,0-2,0%,0,0-0,0%
