points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
21,-7,〇,3,2,0,3,16,50%,0,3,鑀倫,344,鑀倫,19,3,3,59.52%,30:44,1,0-1,0%,1,5-14,35.71%,6,6-6,100%
2,-14,,3,0,1,1,1,100%,0,1,王柏智,89,王柏智,10,0,1,100%,09:15,1,1-1,100%,1,0-0,0%,0,0-0,0%
0,-5,,0,0,0,2,2,0%,2,0,張伯維,45,張伯維,77,0,4,0%,09:12,2,0-2,0%,2,0-0,0%,0,0-0,0%
0,-7,,0,1,0,1,1,0%,0,1,邱柏璋,283,邱柏璋,14,0,1,0%,08:05,1,0-1,0%,1,0-0,0%,0,0-0,0%
22,-21,〇,2,0,1,5,20,61.54%,1,1,克拉索夫,346,克拉索夫,55,2,6,63.22%,38:57,13,8-13,61.54%,13,0-0,0%,10,6-10,60%
,,,,,,,,,,,林柏豪,281,林柏豪,1,,,,DNP,,,,,,,,,
16,-20,,4,0,1,1,13,70%,1,2,張傑瑋,282,張傑瑋,2,2,2,70.67%,20:42,8,7-8,87.5%,8,0-2,0%,3,2-3,66.67%
2,-13,,1,0,0,2,-4,10%,2,3,林郅為,286,林郅為,18,0,4,10%,15:06,10,1-10,10%,10,0-0,0%,0,0-0,0%
0,1,,0,0,0,0,0,0%,0,0,孫思堯,62,孫思堯,20,0,0,0%,02:23,0,0-0,0%,0,0-0,0%,0,0-0,0%
4,-5,,0,2,0,0,1,30%,0,2,呂政儒,208,呂政儒,13,0,0,34.01%,13:03,0,0-0,0%,0,1-5,20%,2,1-2,50%
2,1,〇,0,2,1,5,7,16.67%,2,3,藍少甫,209,藍少甫,23,0,7,16.67%,21:35,3,1-3,33.33%,3,0-3,0%,0,0-0,0%
5,-18,〇,4,6,0,7,8,25%,1,1,陳又瑋,204,陳又瑋,4,1,8,25%,42:25,6,1-6,16.67%,6,1-4,25%,0,0-0,0%
8,-12,〇,0,1,0,1,6,57.14%,0,1,王律翔,211,王律翔,8,0,1,57.14%,28:33,3,1-3,33.33%,3,2-4,50%,0,0-0,0%
