points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
20,-22,〇,0,4,0,4,17,47.37%,0,1,鑀倫,344,鑀倫,19,1,4,50.3%,32:23,9,3-9,33.33%,9,4-10,40%,2,2-2,100%
,,,,,,,,,,,王柏智,89,王柏智,10,,,,DNP,,,,,,,,,
0,0,,0,0,0,0,-1,0%,0,1,盧哲毅,83,盧哲毅,15,0,0,0%,02:16,1,0-1,0%,1,0-0,0%,0,0-0,0%
7,-1,,0,1,0,5,9,33.33%,1,3,張伯維,45,張伯維,7,0,6,45.1%,14:17,2,2-2,100%,2,0-4,0%,4,3-4,75%
9,-7,,2,1,0,0,6,50%,3,5,邱柏璋,283,邱柏璋,14,0,3,50%,21:43,8,3-8,37.5%,8,1-1,100%,0,0-0,0%
25,-24,〇,2,5,1,8,24,55.56%,2,2,克拉索夫,346,克拉索夫,55,0,10,53.69%,45:44,18,10-18,55.56%,18,0-0,0%,12,5-12,41.67%
2,6,,1,0,0,1,2,100%,0,2,林柏豪,281,林柏豪,1,0,1,100%,07:36,1,1-1,100%,1,0-0,0%,0,0-0,0%
2,0,,0,0,0,0,2,100%,0,0,孫思堯,62,孫思堯,20,0,0,100%,02:16,1,1-1,100%,1,0-0,0%,0,0-0,0%
0,-17,,1,1,0,0,-2,0%,0,2,呂政儒,208,呂政儒,13,0,0,0%,11:31,0,0-0,0%,0,0-2,0%,0,0-0,0%
9,-10,〇,1,2,0,10,18,43.75%,2,5,藍少甫,209,藍少甫,23,1,12,50.68%,29:41,4,2-4,50%,4,1-4,25%,2,2-2,100%
,,,,,,,,,,,林均濠,206,林均濠,11,,,,DNP,,,,,,,,,
4,-18,〇,6,5,0,5,7,20%,2,2,陳又瑋,204,陳又瑋,4,1,7,34.01%,39:56,3,1-3,33.33%,3,0-2,0%,2,2-2,100%
7,-27,〇,1,2,0,0,-1,20.83%,0,1,王律翔,211,王律翔,8,1,0,27.17%,32:37,4,1-4,25%,4,1-8,12.5%,2,2-2,100%
