points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
34,-17,〇,3,1,0,3,23,56.25%,2,2,特壞,334,特壞,6,1,5,59.86%,46:06,13,9-13,69.23%,13,3-11,27.27%,10,7-10,70%
7,-26,〇,4,2,0,1,4,58.33%,0,1,高國豪,84,高國豪,4,1,1,58.33%,20:24,2,2-2,100%,2,1-4,25%,0,0-0,0%
15,5,,0,4,0,1,16,59.09%,1,0,李家瑞,79,李家瑞,12,1,2,63.13%,20:15,5,2-5,40%,5,3-6,50%,2,2-2,100%
,,,,,,,,,,,蕭順議,80,蕭順議,11,,,,DNP,,,,,,,,,
,,,,,,,,,,,宋宇軒,75,宋宇軒,5,,,,DNP,,,,,,,,,
2,-6,〇,2,4,0,0,4,50%,1,6,田浩,82,田浩,9,0,1,50%,19:00,1,1-1,100%,1,0-1,0%,0,0-0,0%
0,12,,0,1,0,0,1,0%,0,0,郭少傑,47,郭少傑,24,0,0,0%,07:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-5,,1,1,1,0,0,20%,1,0,姜廣謙,300,姜廣謙,2,0,1,20%,14:19,2,1-2,50%,2,0-3,0%,0,0-0,0%
10,-5,,2,4,0,2,12,62.5%,0,3,曾柏喻,301,曾柏喻,7,2,2,62.5%,34:06,3,2-3,66.67%,3,2-5,40%,0,0-0,0%
15,-18,〇,3,0,0,3,13,46.67%,6,5,伊波卡,302,伊波卡,21,2,9,45.96%,41:16,14,7-14,50%,14,0-1,0%,3,1-3,33.33%
13,-19,〇,2,1,2,11,17,29.41%,4,1,阿提諾,304,阿提諾,31,1,15,34.65%,34:49,15,5-15,33.33%,15,0-2,0%,4,3-4,75%
0,-1,,0,0,0,0,1,0%,0,0,林明毅,156,林明毅,3,1,0,0%,02:13,0,0-0,0%,0,0-0,0%,0,0-0,0%
