points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
14,6,〇,5,3,0,2,12,60%,2,1,楊敬敏,87,楊敬敏,6,3,4,59.52%,29:16,5,3-5,60%,5,2-5,40%,4,2-4,50%
,,,,,,,,,,,林力仁,76,林力仁,7,,,,DNP,,,,,,,,,
18,-1,〇,1,7,0,6,24,60%,0,2,林書緯,41,林書緯,1,3,6,60%,34:12,3,0-3,0%,3,6-12,50%,0,0-0,0%
20,-13,〇,2,1,0,10,20,47.37%,1,0,牧倫斯,265,牧倫斯,5,2,11,49.21%,33:54,11,6-11,54.55%,11,2-8,25%,3,2-3,66.67%
23,9,〇,2,6,0,5,25,58.33%,3,1,曼尼高,337,曼尼高,55,2,8,58.2%,37:04,10,3-10,30%,10,5-8,62.5%,4,2-4,50%
2,1,〇,0,0,0,0,4,50%,2,0,蘇士軒,290,蘇士軒,17,1,2,50%,15:52,1,1-1,100%,1,0-1,0%,0,0-0,0%
5,-8,,3,1,1,1,3,66.67%,0,2,林金榜,263,林金榜,19,1,1,57.87%,11:35,3,2-3,66.67%,3,0-0,0%,3,1-3,33.33%
8,5,,1,2,4,5,16,50%,2,5,戴維斯,69,戴維斯,50,0,7,50%,27:48,6,4-6,66.67%,6,0-2,0%,0,0-0,0%
5,-6,,1,6,0,1,10,62.5%,0,4,李愷諺,233,李愷諺,9,1,1,62.5%,20:37,3,1-3,33.33%,3,1-1,100%,0,0-0,0%
2,-3,,0,0,0,0,3,100%,1,0,楊興治,228,楊興治,13,0,1,100%,04:53,1,1-1,100%,1,0-0,0%,0,0-0,0%
9,10,,1,2,0,0,8,64.29%,2,1,簡祐哲,234,簡祐哲,10,0,2,64.29%,20:06,2,0-2,0%,2,3-5,60%,0,0-0,0%
,,,,,,,,,,,聶歐瑪,238,聶歐瑪,25,,,,DNP,,,,,,,,,
3,-10,,1,0,0,0,1,75%,0,0,洪志善,237,洪志善,24,0,0,75%,04:43,0,0-0,0%,0,1-2,50%,0,0-0,0%
