points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
20,1,,2,3,0,0,16,78.57%,0,1,林俊吉,90,林俊吉,11,0,0,84.46%,32:25,2,1-2,50%,2,3-5,60%,11,9-11,81.82%
22,12,,4,1,2,8,27,66.67%,2,3,李德威,94,李德威,26,1,10,69.27%,30:24,14,10-14,71.43%,14,0-1,0%,2,2-2,100%
6,-7,,0,0,0,4,8,75%,0,0,陳振傑,148,陳振傑,0,0,4,75%,14:05,1,0-1,0%,1,2-3,66.67%,0,0-0,0%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
3,5,〇,1,1,0,0,1,50%,0,0,吳家駿,215,吳家駿,3,0,0,52.08%,15:20,1,1-1,100%,1,0-1,0%,2,1-2,50%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
9,12,〇,1,5,0,2,16,75%,1,2,盧冠良,278,盧冠良,28,3,3,75%,34:53,2,0-2,0%,2,3-4,75%,0,0-0,0%
14,18,〇,4,7,0,12,21,29.41%,4,3,卡拉曼,349,卡拉曼,35,2,16,35.64%,30:58,12,5-12,41.67%,12,0-5,0%,6,4-6,66.67%
10,9,,1,4,0,1,8,50%,0,3,錢肯尼,149,錢肯尼,23,0,1,50.61%,24:05,6,3-6,50%,6,1-3,33.33%,2,1-2,50%
3,-3,〇,1,1,0,2,4,30%,2,3,吳永盛,229,吳永盛,14,1,4,30%,25:50,0,0-0,0%,0,1-5,20%,0,0-0,0%
3,-5,,0,1,0,0,2,37.5%,0,0,簡浩,222,簡浩,21,1,0,37.5%,06:19,1,0-1,0%,1,1-3,33.33%,0,0-0,0%
10,-12,〇,2,2,4,6,19,62.5%,1,5,吉爾貝克,212,吉爾貝克,34,1,7,62.5%,25:41,8,5-8,62.5%,8,0-0,0%,0,0-0,0%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
