points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-6,,0,0,0,0,-1,0%,0,1,賴廷恩,40,賴廷恩,0,0,0,0%,02:20,0,0-0,0%,0,0-1,0%,0,0-0,0%
0,0,,2,2,1,0,1,0%,0,1,周桂羽,46,周桂羽,8,1,0,0%,08:00,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,-1,,0,0,0,0,0,0%,0,1,林孟學,49,林孟學,13,0,0,0%,05:52,0,0-0,0%,0,0-0,0%,0,0-0,0%
17,-14,〇,1,2,1,3,19,62.5%,2,3,曾祥鈞,52,曾祥鈞,21,2,5,61.77%,39:33,10,6-10,60%,10,1-2,50%,4,2-4,50%
11,5,,2,1,0,4,10,61.11%,0,1,林志傑,48,林志傑,12,3,4,55.67%,21:09,4,1-4,25%,4,3-5,60%,2,0-2,0%
4,-9,,0,0,0,0,5,100%,0,1,蔡文誠,50,蔡文誠,14,1,0,100%,06:52,2,2-2,100%,2,0-0,0%,0,0-0,0%
0,-9,,1,0,0,1,-2,0%,0,1,石博恩,53,石博恩,23,0,1,0%,07:49,1,0-1,0%,1,0-1,0%,0,0-0,0%
2,-4,〇,1,5,0,5,1,8.33%,0,1,瓊斯,261,瓊斯,2,1,5,8.33%,35:53,6,1-6,16.67%,6,0-6,0%,0,0-0,0%
6,2,,0,0,0,1,7,100%,0,1,謝宗融,274,謝宗融,15,1,1,90.36%,08:45,2,2-2,100%,2,0-0,0%,3,2-3,66.67%
4,6,,0,3,0,1,6,50%,0,0,簡廷兆,275,簡廷兆,24,0,1,50%,14:13,3,2-3,66.67%,3,0-1,0%,0,0-0,0%
2,-9,〇,2,3,0,1,-2,14.29%,0,0,張宗憲,43,張宗憲,3,0,1,14.29%,18:55,5,1-5,20%,5,0-2,0%,0,0-0,0%
27,-6,〇,8,5,2,8,32,73.53%,3,4,辛特力,51,辛特力,17,2,11,75.5%,43:59,8,5-8,62.5%,8,5-9,55.56%,2,2-2,100%
10,-15,〇,0,2,0,2,10,50%,1,1,洪楷傑,235,洪楷傑,11,1,3,50%,26:40,5,2-5,40%,5,2-5,40%,0,0-0,0%
