points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
18,5,〇,1,1,0,2,10,35.29%,2,4,高國豪,84,高國豪,4,3,4,42.06%,44:30,14,6-14,42.86%,14,0-3,0%,10,6-10,60%
16,10,,1,0,0,3,12,57.14%,1,2,李家瑞,79,李家瑞,12,0,4,57.14%,26:02,11,5-11,45.45%,11,2-3,66.67%,0,0-0,0%
8,-5,〇,1,2,1,4,12,37.5%,1,3,蕭順議,80,蕭順議,11,3,5,42.92%,36:52,8,3-8,37.5%,8,0-0,0%,3,2-3,66.67%
0,0,,0,0,0,0,-1,0%,0,0,宋宇軒,75,宋宇軒,5,0,0,0%,02:11,1,0-1,0%,1,0-0,0%,0,0-0,0%
7,-8,〇,5,2,0,1,2,43.75%,1,0,田浩,82,田浩,9,1,2,43.75%,34:46,6,2-6,33.33%,6,1-2,50%,0,0-0,0%
2,10,,1,0,0,1,3,0%,0,0,郭少傑,47,郭少傑,24,1,1,113.64%,07:55,0,0-0,0%,0,0-0,0%,2,2-2,100%
12,3,〇,3,3,0,4,9,25%,6,5,太樂,357,太樂,3,1,10,32.19%,29:52,13,4-13,30.77%,13,0-3,0%,6,4-6,66.67%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
0,21,,0,1,0,2,1,0%,0,0,曾柏喻,301,曾柏喻,7,0,2,0%,14:33,1,0-1,0%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,呂奇旻,303,呂奇旻,23,,,,DNP,,,,,,,,,
22,5,〇,2,2,1,16,41,50%,12,4,阿提諾,304,阿提諾,31,2,28,50.55%,40:18,20,10-20,50%,20,0-0,0%,4,2-4,50%
0,4,,0,1,0,0,1,0%,0,0,朱雲豪,223,朱雲豪,8,0,0,0%,03:01,0,0-0,0%,0,0-0,0%,0,0-0,0%
