points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,-9,〇,2,1,0,0,6,58.33%,0,4,張伯維,45,張伯維,77,3,0,58.33%,18:25,3,2-3,66.67%,3,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,邱柏璋,283,邱柏璋,14,,,,DNP,,,,,,,,,
21,25,〇,4,3,1,3,22,80.77%,1,4,悟空,353,悟空,3,2,4,80.77%,24:49,4,3-4,75%,4,5-9,55.56%,0,0-0,0%
19,19,〇,4,1,0,7,22,69.23%,2,3,路易士,359,路易士,5,1,9,70.68%,39:22,13,9-13,69.23%,13,0-0,0%,1,1-1,100%
,,,,,,,,,,,張傑瑋,282,張傑瑋,2,,,,DNP,,,,,,,,,
,,,,,,,,,,,林郅為,286,林郅為,18,,,,DNP,,,,,,,,,
36,23,〇,2,15,1,10,54,71.74%,0,1,林書豪,354,林書豪,7,4,10,71.43%,43:46,17,12-17,70.59%,17,3-6,50%,5,3-5,60%
2,-5,,1,0,0,1,4,33.33%,3,0,孫思堯,62,孫思堯,20,1,4,33.33%,14:07,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
18,20,,1,1,0,1,17,81.82%,1,3,呂政儒,208,呂政儒,13,2,2,81.82%,31:01,2,0-2,0%,2,6-9,66.67%,0,0-0,0%
,,,,,,,,,,,藍少甫,209,藍少甫,23,,,,DNP,,,,,,,,,
0,-4,,0,1,0,0,1,0%,0,0,林均濠,206,林均濠,11,0,0,0%,02:37,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,9,,0,3,0,3,10,36.36%,2,0,陳又瑋,204,陳又瑋,4,1,5,36.36%,32:51,9,4-9,44.44%,9,0-2,0%,0,0-0,0%
9,7,〇,2,4,0,2,5,31.82%,0,2,王律翔,211,王律翔,8,0,2,37.88%,33:02,4,2-4,50%,4,1-7,14.29%,2,2-2,100%
