points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
22,14,,3,3,0,4,22,68.75%,2,2,林俊吉,90,林俊吉,11,1,6,68.75%,32:31,8,5-8,62.5%,8,4-8,50%,0,0-0,0%
,,,,,,,,,,,李德威,94,李德威,26,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
2,-7,〇,0,4,0,0,4,33.33%,0,0,吳家駿,215,吳家駿,3,0,0,33.33%,09:59,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
14,-3,〇,5,3,4,3,12,36.11%,1,4,波因特,277,波因特,15,5,4,37.08%,35:17,12,5-12,41.67%,12,1-6,16.67%,2,1-2,50%
17,-17,〇,2,0,0,1,10,65.38%,1,1,盧冠良,278,盧冠良,28,0,2,65.38%,30:20,3,1-3,33.33%,3,5-10,50%,0,0-0,0%
0,-9,,0,0,0,2,4,0%,1,1,周柏臣,279,周柏臣,88,1,3,0%,16:42,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,-4,〇,2,3,0,6,8,27.78%,1,1,錢肯尼,149,錢肯尼,23,2,7,27.78%,38:48,4,1-4,25%,4,1-5,20%,0,0-0,0%
4,-2,,0,0,0,1,4,33.33%,1,0,吳永盛,229,吳永盛,14,0,2,51.55%,12:13,2,1-2,50%,2,0-1,0%,2,2-2,100%
3,14,,2,1,0,2,3,30%,1,3,簡浩,222,簡浩,21,2,3,30%,27:22,0,0-0,0%,0,1-5,20%,0,0-0,0%
13,-6,〇,4,0,2,12,19,25%,2,4,吉爾貝克,212,吉爾貝克,34,2,14,50.62%,36:48,7,2-7,28.57%,7,0-1,0%,11,9-11,81.82%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
