points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
14,1,〇,2,2,0,3,12,55%,1,5,奧帝,341,奧帝,11,1,4,59.52%,35:09,5,1-5,20%,5,3-5,60%,4,3-4,75%
14,1,〇,2,2,0,1,2,27.78%,0,6,楊敬敏,87,楊敬敏,6,1,1,34.65%,28:02,12,5-12,41.67%,12,0-6,0%,5,4-5,80%
1,5,,0,1,0,1,2,0%,0,2,林力仁,76,林力仁,7,0,1,56.82%,05:17,0,0-0,0%,0,0-0,0%,2,1-2,50%
10,-4,〇,3,3,0,2,3,33.33%,2,1,林書緯,41,林書緯,1,1,4,32.38%,36:01,7,2-7,28.57%,7,2-8,25%,1,0-1,0%
29,8,〇,0,4,3,14,49,73.68%,5,2,牧倫斯,265,牧倫斯,5,1,19,72.94%,36:15,15,11-15,73.33%,15,2-4,50%,2,1-2,50%
,,,,,,,,,,,蘇士軒,290,蘇士軒,17,,,,DNP,,,,,,,,,
9,1,,1,1,0,4,15,87.5%,3,3,戴維斯,69,戴維斯,50,0,7,92.21%,22:46,2,2-2,100%,2,1-2,50%,2,2-2,100%
9,6,〇,3,8,0,2,12,57.14%,2,3,李愷諺,233,李愷諺,9,1,4,51.37%,32:08,1,1-1,100%,1,2-6,33.33%,4,1-4,25%
2,0,,2,0,0,2,2,33.33%,1,1,陳俊男,232,陳俊男,3,1,3,33.33%,18:06,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
,,,,,,,,,,,楊興治,228,楊興治,13,,,,DNP,,,,,,,,,
10,2,,0,1,0,2,9,55.56%,0,0,簡祐哲,234,簡祐哲,10,1,2,55.56%,20:20,4,2-4,50%,4,2-5,40%,0,0-0,0%
0,-1,,0,2,0,0,1,0%,0,0,林仕軒,231,林仕軒,2,1,0,0%,04:06,1,0-1,0%,1,0-1,0%,0,0-0,0%
0,-4,,1,0,0,1,0,0%,1,3,聶歐瑪,238,聶歐瑪,25,0,2,0%,01:50,1,0-1,0%,1,0-0,0%,0,0-0,0%
