points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
21,-8,〇,2,6,0,3,18,47.06%,1,2,高國豪,84,高國豪,4,1,4,52.29%,46:01,11,5-11,45.45%,11,2-6,33.33%,7,5-7,71.43%
13,-8,,1,2,0,2,12,54.55%,2,1,李家瑞,79,李家瑞,12,0,4,56.82%,20:44,6,3-6,50%,6,2-5,40%,1,1-1,100%
2,-6,〇,2,1,0,6,3,20%,0,4,蕭順議,80,蕭順議,11,0,6,20%,27:50,3,1-3,33.33%,3,0-2,0%,0,0-0,0%
,,,,,,,,,,,宋宇軒,75,宋宇軒,5,,,,DNP,,,,,,,,,
5,-2,〇,6,2,0,1,6,125%,2,1,田浩,82,田浩,9,2,3,125%,19:30,1,1-1,100%,1,1-1,100%,0,0-0,0%
1,-9,,0,1,0,1,-1,0%,1,1,郭少傑,47,郭少傑,24,0,2,10.25%,14:39,2,0-2,0%,2,0-2,0%,2,1-2,50%
8,-10,〇,4,0,0,1,-4,26.67%,1,4,太樂,357,太樂,3,1,2,26.67%,30:51,11,4-11,36.36%,11,0-4,0%,0,0-0,0%
0,4,,0,0,0,0,0,0%,0,0,姜廣謙,300,姜廣謙,2,0,0,0%,00:46,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,-4,,0,1,0,0,3,50%,0,0,曾柏喻,301,曾柏喻,7,1,0,50%,13:18,2,1-2,50%,2,0-0,0%,0,0-0,0%
0,-4,,1,0,0,2,-1,0%,0,0,呂奇旻,303,呂奇旻,23,0,2,0%,05:35,0,0-0,0%,0,0-2,0%,0,0-0,0%
42,-13,〇,4,2,0,6,51,79.17%,11,4,阿提諾,304,阿提諾,31,2,17,78.83%,43:35,19,16-19,84.21%,19,2-5,40%,6,4-6,66.67%
5,-5,,1,1,0,0,3,50%,0,1,朱雲豪,223,朱雲豪,8,1,0,50%,17:11,2,1-2,50%,2,1-3,33.33%,0,0-0,0%
