points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,-10,〇,2,2,0,4,4,35.71%,0,1,林俊吉,90,林俊吉,11,0,4,35.71%,31:42,4,1-4,25%,4,1-3,33.33%,0,0-0,0%
4,-5,,2,1,0,4,4,33.33%,0,4,李德威,94,李德威,26,1,4,33.33%,27:45,5,2-5,40%,5,0-1,0%,0,0-0,0%
,,,,,,,,,,,陳振傑,148,陳振傑,0,,,,DNP,,,,,,,,,
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
9,-3,,2,0,0,1,5,75%,0,3,吳家駿,215,吳家駿,3,0,1,75%,16:18,1,0-1,0%,1,3-5,60%,0,0-0,0%
11,-16,〇,3,2,0,4,11,68.75%,1,0,盧冠良,278,盧冠良,28,1,5,65.17%,32:42,3,1-3,33.33%,3,3-5,60%,1,0-1,0%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
8,-11,〇,0,3,0,1,9,38.89%,1,3,錢肯尼,149,錢肯尼,23,2,2,42.37%,38:54,4,2-4,50%,4,1-5,20%,1,1-1,100%
10,1,,3,3,0,3,13,80%,0,2,簡浩,222,簡浩,21,2,3,85.03%,24:24,2,1-2,50%,2,2-3,66.67%,2,2-2,100%
13,-14,〇,3,0,1,8,6,30.77%,5,5,吉爾貝克,212,吉爾貝克,34,0,13,33.92%,31:04,13,4-13,30.77%,13,0-0,0%,14,5-14,35.71%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
24,-7,〇,4,2,2,12,24,37.5%,3,5,麥卡洛,253,麥卡洛,5,2,15,50.17%,37:11,8,3-8,37.5%,8,2-8,25%,18,12-18,66.67%
