points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,王柏智,89,王柏智,10,,,,DNP,,,,,,,,,
0,-5,,1,0,0,0,0,0%,0,2,盧哲毅,83,盧哲毅,15,2,0,0%,04:18,0,0-0,0%,0,0-1,0%,0,0-0,0%
5,0,〇,0,1,1,0,1,27.78%,2,1,張伯維,45,張伯維,7,1,2,25.3%,34:44,7,1-7,14.29%,7,1-2,50%,2,0-2,0%
35,-6,〇,5,2,1,14,41,57.14%,4,3,鐵米,280,鐵米,0,3,18,64.43%,44:11,18,9-18,50%,18,2-3,66.67%,14,11-14,78.57%
,,,,,,,,,,,林柏豪,281,林柏豪,1,,,,DNP,,,,,,,,,
6,3,,2,0,0,3,6,25%,1,0,張傑瑋,282,張傑瑋,2,1,4,52.08%,11:58,2,1-2,50%,2,0-2,0%,4,4-4,100%
16,-15,〇,1,0,1,7,18,47.06%,3,2,鉑伊,285,鉑伊,16,1,10,47.06%,30:34,17,8-17,47.06%,17,0-0,0%,0,0-0,0%
0,-3,,0,0,0,4,-2,0%,0,0,林郅為,286,林郅為,18,0,4,0%,06:03,4,0-4,0%,4,0-0,0%,2,0-2,0%
4,-1,〇,1,3,0,0,2,22.22%,2,1,呂政儒,208,呂政儒,13,1,2,22.22%,34:25,3,2-3,66.67%,3,0-6,0%,0,0-0,0%
6,-2,,0,0,0,2,2,31.25%,2,0,藍少甫,209,藍少甫,23,1,4,30.74%,12:12,6,1-6,16.67%,6,1-2,50%,4,1-4,25%
4,-9,〇,3,13,0,4,15,25%,1,1,陳又瑋,204,陳又瑋,4,2,5,25%,39:51,5,2-5,40%,5,0-3,0%,0,0-0,0%
7,8,,0,0,0,2,5,50%,0,2,王律翔,211,王律翔,8,0,2,50%,21:44,4,2-4,50%,4,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,楊浩之,210,楊浩之,30,,,,DNP,,,,,,,,,
