points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
6,6,,1,1,0,0,6,60%,1,1,成力煥,72,成力煥,21,1,1,60%,15:50,5,3-5,60%,5,0-0,0%,0,0-0,0%
17,7,〇,2,3,0,3,21,62.5%,2,3,施晉堯,65,施晉堯,28,6,5,61.77%,31:37,5,3-5,60%,5,3-7,42.86%,4,2-4,50%
,,,,,,,,,,,關達祐,58,關達祐,6,,,,DNP,,,,,,,,,
3,-5,,0,1,0,2,6,100%,1,2,丁恩迪,293,丁恩迪,1,0,3,79.79%,06:41,1,1-1,100%,1,0-0,0%,2,1-2,50%
,,,,,,,,,,,林子洧,294,林子洧,5,,,,DNP,,,,,,,,,
15,8,,3,4,0,5,19,66.67%,3,2,桑尼,296,桑尼,13,0,8,69.7%,24:31,5,3-5,60%,5,2-4,50%,4,3-4,75%
6,10,,0,2,0,3,12,75%,1,3,張鎮衙,297,張鎮衙,27,2,4,67.57%,15:14,3,3-3,100%,3,0-1,0%,1,0-1,0%
6,22,,0,4,0,2,11,83.33%,0,2,白曜誠,298,白曜誠,30,1,2,77.32%,24:42,2,1-2,50%,2,1-1,100%,2,1-2,50%
16,18,〇,3,3,0,12,23,65%,1,2,艾爾斯,342,艾爾斯,4,0,13,68.03%,36:44,4,2-4,50%,4,3-6,50%,4,3-4,75%
2,-1,〇,0,0,1,3,6,33.33%,2,4,林正,64,林正,25,0,5,33.33%,20:42,2,1-2,50%,2,0-1,0%,0,0-0,0%
5,-5,〇,3,4,1,2,10,83.33%,2,1,黃泓瀚,221,黃泓瀚,22,0,4,83.33%,16:24,2,1-2,50%,2,1-1,100%,0,0-0,0%
0,-4,,0,0,0,0,0,0%,0,0,陳昱瑞,219,陳昱瑞,00,0,0,0%,08:23,0,0-0,0%,0,0-0,0%,0,0-0,0%
29,19,〇,3,4,0,3,16,42.86%,1,3,盧峻翔,226,盧峻翔,69,1,4,46.65%,39:12,18,9-18,50%,18,2-10,20%,7,5-7,71.43%
