points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-1,,0,0,0,0,-1,0%,0,1,張耕淯,66,張耕淯,29,0,0,0%,02:48,0,0-0,0%,0,0-1,0%,0,0-0,0%
1,20,,2,4,0,2,7,0%,1,1,賴廷恩,40,賴廷恩,0,5,3,12.89%,19:27,1,0-1,0%,1,0-2,0%,2,1-2,50%
14,17,,0,1,0,2,14,68.75%,2,1,周桂羽,46,周桂羽,8,0,4,71.72%,23:05,5,1-5,20%,5,3-3,100%,4,3-4,75%
2,-6,〇,0,1,0,0,1,33.33%,0,0,林孟學,49,林孟學,13,0,0,33.33%,08:14,2,1-2,50%,2,0-1,0%,0,0-0,0%
4,-13,〇,3,4,0,1,0,16.67%,1,2,林志傑,48,林志傑,12,1,2,21.19%,22:28,3,0-3,0%,3,1-6,16.67%,1,1-1,100%
0,0,,0,0,0,0,0,0%,0,0,蔡文誠,50,蔡文誠,14,0,0,0%,00:06,0,0-0,0%,0,0-0,0%,0,0-0,0%
10,13,,2,1,0,7,13,41.67%,5,2,石博恩,53,石博恩,23,0,12,41.67%,32:59,7,2-7,28.57%,7,2-5,40%,0,0-0,0%
0,-1,,0,0,0,0,0,0%,0,2,陳范柏彥,270,陳范柏彥,1,0,0,0%,02:08,0,0-0,0%,0,0-0,0%,0,0-0,0%
1,5,,0,0,0,2,3,0%,0,2,謝宗融,274,謝宗融,15,1,2,56.82%,13:06,0,0-0,0%,0,0-0,0%,2,1-2,50%
28,9,〇,1,1,0,6,28,61.76%,3,1,塞瑟夫,54,塞瑟夫,32,1,9,66.79%,41:10,10,6-10,60%,10,3-7,42.86%,9,7-9,77.78%
8,-7,〇,1,4,0,3,9,18.18%,1,1,張宗憲,43,張宗憲,3,3,4,31.35%,30:22,10,2-10,20%,10,0-1,0%,4,4-4,100%
38,11,〇,2,3,0,10,37,69.57%,5,3,辛特力,51,辛特力,17,0,15,66.16%,39:21,12,7-12,58.33%,12,6-11,54.55%,13,6-13,46.15%
0,8,,0,0,0,0,-2,0%,0,1,洪楷傑,235,洪楷傑,11,0,0,0%,04:46,0,0-0,0%,0,0-2,0%,0,0-0,0%
