points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
22,1,〇,5,7,0,8,28,55.88%,1,5,高國豪,84,高國豪,4,4,9,58.64%,41:10,11,8-11,72.73%,11,1-6,16.67%,4,3-4,75%
0,-8,,0,0,0,0,-1,0%,0,1,李家瑞,79,李家瑞,12,0,0,0%,02:20,0,0-0,0%,0,0-1,0%,0,0-0,0%
4,-19,,1,0,0,3,3,33.33%,1,1,蕭順議,80,蕭順議,11,0,4,33.33%,15:32,6,2-6,33.33%,6,0-0,0%,0,0-0,0%
8,9,〇,1,11,0,2,19,58.33%,0,2,田浩,82,田浩,9,2,2,62.11%,37:00,5,2-5,40%,5,1-1,100%,1,1-1,100%
2,14,〇,0,1,0,0,1,33.33%,0,1,郭少傑,47,郭少傑,24,0,0,33.33%,18:07,1,1-1,100%,1,0-2,0%,0,0-0,0%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
0,1,,0,0,0,1,-1,0%,0,0,曾柏喻,301,曾柏喻,7,0,1,0%,05:16,1,0-1,0%,1,0-1,0%,0,0-0,0%
2,-11,,1,0,0,0,1,100%,0,0,伊波卡,302,伊波卡,21,0,0,100%,03:13,1,1-1,100%,1,0-0,0%,0,0-0,0%
0,-1,,0,0,0,0,0,0%,0,0,呂奇旻,303,呂奇旻,23,0,0,0%,01:34,0,0-0,0%,0,0-0,0%,0,0-0,0%
26,13,〇,3,2,0,9,28,55.26%,5,4,阿提諾,304,阿提諾,31,1,14,57.73%,38:43,16,9-16,56.25%,16,1-3,33.33%,8,5-8,62.5%
0,0,,0,1,0,0,0,0%,0,0,林明毅,156,林明毅,3,0,0,0%,08:40,0,0-0,0%,0,0-1,0%,0,0-0,0%
9,-8,,3,1,0,0,7,100%,2,1,林宜輝,224,林宜輝,36,2,2,78.13%,29:17,1,1-1,100%,1,2-3,66.67%,4,1-4,25%
29,14,〇,2,1,2,10,34,75%,5,5,辛巴,246,辛巴,35,1,15,66.76%,39:08,16,12-16,75%,16,0-0,0%,13,5-13,38.46%
