points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
19,3,,3,3,0,2,16,50%,2,3,楊敬敏,87,楊敬敏,6,1,4,61.21%,29:41,6,3-6,50%,6,2-6,33.33%,8,7-8,87.5%
,,,,,,,,,,,林力仁,76,林力仁,7,,,,DNP,,,,,,,,,
21,20,〇,2,9,1,4,26,46.88%,2,2,林書緯,41,林書緯,1,2,6,55.03%,39:52,5,3-5,60%,5,3-11,27.27%,7,6-7,85.71%
21,9,〇,2,5,1,14,34,47.37%,2,4,曼尼高,337,曼尼高,55,6,16,50.58%,45:26,10,3-10,30%,10,4-9,44.44%,4,3-4,75%
4,2,〇,0,0,0,2,4,33.33%,1,1,蘇士軒,290,蘇士軒,17,1,3,33.33%,16:59,6,2-6,33.33%,6,0-0,0%,0,0-0,0%
0,-3,,0,0,0,0,0,0%,0,0,高承恩,291,高承恩,22,0,0,0%,00:22,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,林金榜,263,林金榜,19,,,,DNP,,,,,,,,,
17,15,,2,0,0,5,19,72.73%,4,4,戴維斯,69,戴維斯,50,0,9,71.55%,36:31,7,5-7,71.43%,7,2-4,50%,2,1-2,50%
11,-10,〇,0,4,0,2,9,37.5%,1,3,李愷諺,233,李愷諺,9,2,3,39.97%,31:32,3,0-3,0%,3,3-9,33.33%,4,2-4,50%
0,-4,,0,0,0,0,-1,0%,0,0,陳俊男,232,陳俊男,3,0,0,0%,05:11,1,0-1,0%,1,0-0,0%,0,0-0,0%
2,14,,0,0,0,2,2,25%,1,2,楊興治,228,楊興治,13,0,3,25%,17:48,4,1-4,25%,4,0-0,0%,0,0-0,0%
0,-3,,1,0,0,3,1,0%,0,2,曾于豪,236,曾于豪,15,0,3,0%,05:09,1,0-1,0%,1,0-0,0%,0,0-0,0%
2,-8,〇,1,0,0,2,2,50%,0,4,聶歐瑪,238,聶歐瑪,25,0,2,50%,11:29,2,1-2,50%,2,0-0,0%,0,0-0,0%
