points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
21,16,〇,1,2,0,5,19,76.92%,0,2,林俊吉,90,林俊吉,11,0,5,73.32%,35:25,3,1-3,33.33%,3,6-10,60%,3,1-3,33.33%
8,-10,,4,1,0,10,10,30.77%,3,5,李德威,94,李德威,26,1,13,30.77%,29:01,11,4-11,36.36%,11,0-2,0%,0,0-0,0%
0,-7,,0,1,0,1,1,0%,1,1,陳振傑,148,陳振傑,0,0,2,0%,16:44,0,0-0,0%,0,0-2,0%,0,0-0,0%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
5,-8,,0,1,0,0,4,50%,0,1,吳家駿,215,吳家駿,3,1,0,50%,12:35,3,1-3,33.33%,3,1-2,50%,0,0-0,0%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
5,10,,0,1,0,1,6,62.5%,1,1,周柏臣,279,周柏臣,88,0,2,62.5%,09:29,2,1-2,50%,2,1-2,50%,0,0-0,0%
10,13,〇,1,3,0,4,9,44.44%,0,2,錢肯尼,149,錢肯尼,23,1,4,46.47%,33:18,4,1-4,25%,4,2-5,40%,4,2-4,50%
3,12,〇,2,2,0,1,0,25%,1,3,吳永盛,229,吳永盛,14,0,2,25%,25:04,1,0-1,0%,1,1-5,20%,0,0-0,0%
6,-2,,1,3,0,2,11,60%,0,0,簡浩,222,簡浩,21,4,2,60%,20:54,0,0-0,0%,0,2-5,40%,0,0-0,0%
10,18,〇,3,1,1,3,12,28.57%,5,5,吉爾貝克,212,吉爾貝克,34,1,8,49.6%,26:57,6,2-6,33.33%,6,0-1,0%,7,6-7,85.71%
17,-2,〇,1,1,1,5,16,50%,3,2,麥卡洛,253,麥卡洛,5,2,8,47.54%,30:33,9,4-9,44.44%,9,3-8,37.5%,2,0-2,0%
