points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
22,-14,〇,0,3,0,2,22,73.33%,0,0,高國豪,84,高國豪,4,1,2,73.33%,36:11,8,5-8,62.5%,8,4-7,57.14%,0,0-0,0%
15,15,,1,1,0,2,14,83.33%,0,2,李家瑞,79,李家瑞,12,1,2,83.33%,22:02,0,0-0,0%,0,5-9,55.56%,0,0-0,0%
12,-7,,0,0,0,5,15,62.5%,0,3,蕭順議,80,蕭順議,11,1,5,67.57%,15:03,7,5-7,71.43%,7,0-1,0%,2,2-2,100%
2,2,,0,4,0,1,5,33.33%,0,1,宋宇軒,75,宋宇軒,5,0,1,33.33%,12:43,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
6,-15,,2,2,0,0,4,50%,1,2,田浩,82,田浩,9,1,1,50%,14:55,2,0-2,0%,2,2-4,50%,0,0-0,0%
2,-9,〇,0,0,0,2,0,20%,0,2,郭少傑,47,郭少傑,24,0,2,20%,17:17,2,1-2,50%,2,0-3,0%,0,0-0,0%
6,-7,〇,3,1,0,8,9,33.33%,1,4,太樂,357,太樂,3,2,9,33.33%,27:32,6,3-6,50%,6,0-3,0%,0,0-0,0%
0,7,,1,2,0,1,1,0%,0,0,姜廣謙,300,姜廣謙,2,1,1,0%,07:37,1,0-1,0%,1,0-1,0%,0,0-0,0%
13,11,〇,1,4,0,2,10,46.15%,0,4,曾柏喻,301,曾柏喻,7,1,2,46.83%,26:37,9,3-9,33.33%,9,2-4,50%,2,1-2,50%
1,-9,,1,1,0,4,0,0%,1,0,伊波卡,302,伊波卡,21,1,5,8.68%,22:49,4,0-4,0%,4,0-0,0%,4,1-4,25%
,,,,,,,,,,,呂奇旻,303,呂奇旻,23,,,,DNP,,,,,,,,,
16,-19,〇,6,5,0,9,17,31.82%,2,2,班尼特,255,班尼特,13,3,11,47.85%,37:14,4,2-4,50%,4,1-7,14.29%,13,9-13,69.23%
