points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
13,-6,〇,0,4,1,3,13,36.67%,2,4,鑀倫,344,鑀倫,19,3,5,38.78%,30:25,8,1-8,12.5%,8,3-7,42.86%,4,2-4,50%
9,1,,0,2,0,3,11,40.91%,3,1,王柏智,89,王柏智,10,1,6,40.91%,15:05,7,3-7,42.86%,7,1-4,25%,0,0-0,0%
2,-11,,1,2,0,1,4,0%,0,0,邱柏璋,283,邱柏璋,14,0,1,113.64%,11:01,0,0-0,0%,0,0-0,0%,2,2-2,100%
28,-31,〇,2,1,1,8,25,50%,2,2,克拉索夫,346,克拉索夫,55,0,10,54.86%,33:40,21,11-21,52.38%,21,0-1,0%,8,6-8,75%
0,-4,,1,0,0,1,-1,0%,0,0,林柏豪,281,林柏豪,1,1,1,0%,15:10,1,0-1,0%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,張傑瑋,282,張傑瑋,2,,,,DNP,,,,,,,,,
0,4,,0,0,0,2,1,0%,0,0,孫思堯,62,孫思堯,20,0,2,0%,07:05,1,0-1,0%,1,0-0,0%,0,0-0,0%
9,-17,,3,1,0,2,7,50%,1,1,呂政儒,208,呂政儒,13,2,3,50%,29:50,6,3-6,50%,6,1-3,33.33%,0,0-0,0%
12,-17,〇,3,3,0,6,14,42.31%,4,2,藍少甫,209,藍少甫,23,0,10,44.64%,35:53,9,4-9,44.44%,9,1-4,25%,1,1-1,100%
,,,,,,,,,,,林均濠,206,林均濠,11,,,,DNP,,,,,,,,,
,,,,,,,,,,,鄭德維,207,鄭德維,12,,,,DNP,,,,,,,,,
7,-27,〇,2,9,0,3,14,37.5%,2,2,陳又瑋,204,陳又瑋,4,1,5,39.41%,35:26,6,3-6,50%,6,0-2,0%,2,1-2,50%
6,-7,〇,4,1,0,2,1,31.25%,1,0,王律翔,211,王律翔,8,2,3,33.78%,26:25,5,1-5,20%,5,1-3,33.33%,2,1-2,50%
