points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,-7,〇,0,4,0,3,9,25%,0,1,楊敬敏,87,楊敬敏,6,1,3,40.98%,19:47,3,1-3,33.33%,3,0-1,0%,2,2-2,100%
5,5,,0,0,0,1,4,62.5%,0,0,林力仁,76,林力仁,7,0,1,62.5%,05:39,1,1-1,100%,1,1-3,33.33%,0,0-0,0%
7,-18,〇,3,2,1,5,11,40%,1,1,林書緯,41,林書緯,1,2,6,51.78%,24:38,5,2-5,40%,5,0-0,0%,4,3-4,75%
28,-1,〇,5,2,0,8,24,57.14%,1,4,曼尼高,337,曼尼高,55,2,9,60.34%,42:24,12,6-12,50%,12,4-9,44.44%,5,4-5,80%
10,9,〇,3,2,1,4,10,62.5%,1,5,蘇士軒,290,蘇士軒,17,0,5,56.31%,27:55,8,5-8,62.5%,8,0-0,0%,2,0-2,0%
,,,,,,,,,,,林金榜,263,林金榜,19,,,,DNP,,,,,,,,,
10,14,,0,4,0,4,19,33.33%,3,1,戴維斯,69,戴維斯,50,5,7,46.47%,31:12,0,0-0,0%,0,2-9,22.22%,4,4-4,100%
2,-8,,0,2,1,1,-1,0%,0,2,李愷諺,233,李愷諺,9,1,1,12.89%,14:29,4,0-4,0%,4,0-2,0%,4,2-4,50%
2,-5,,0,0,0,1,2,100%,0,0,陳俊男,232,陳俊男,3,0,1,69.44%,05:21,1,1-1,100%,1,0-0,0%,1,0-1,0%
4,-4,,0,1,1,0,5,100%,1,2,楊興治,228,楊興治,13,0,1,69.44%,14:08,2,2-2,100%,2,0-0,0%,2,0-2,0%
10,9,,0,1,0,1,8,50%,2,0,簡祐哲,234,簡祐哲,10,0,3,50.61%,19:57,5,3-5,60%,5,1-4,25%,2,1-2,50%
0,-13,〇,1,0,1,5,3,0%,0,4,聶歐瑪,238,聶歐瑪,25,0,5,0%,16:48,2,0-2,0%,2,0-0,0%,0,0-0,0%
8,24,,1,6,0,1,11,60%,0,2,洪志善,237,洪志善,24,0,1,68.03%,17:42,1,0-1,0%,1,2-4,50%,2,2-2,100%
