points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,11,〇,1,5,0,1,4,21.43%,0,3,賴廷恩,40,賴廷恩,0,2,1,21.43%,19:05,2,0-2,0%,2,1-5,20%,0,0-0,0%
4,21,,0,2,2,0,10,33.33%,1,0,周桂羽,46,周桂羽,8,3,1,51.55%,21:45,2,1-2,50%,2,0-1,0%,2,2-2,100%
10,11,〇,3,2,1,8,16,58.33%,1,4,曾祥鈞,52,曾祥鈞,21,1,9,64.43%,25:30,4,2-4,50%,4,1-2,50%,4,3-4,75%
7,22,,1,2,0,2,12,116.67%,0,1,蔡文誠,50,蔡文誠,14,2,2,116.67%,11:17,2,2-2,100%,2,1-1,100%,0,0-0,0%
7,3,,0,0,0,0,4,58.33%,0,1,石博恩,53,石博恩,23,0,0,58.33%,08:57,3,2-3,66.67%,3,1-3,33.33%,0,0-0,0%
3,8,,0,1,0,4,6,50%,0,2,陳范柏彥,270,陳范柏彥,1,0,4,50%,10:21,1,0-1,0%,1,1-2,50%,0,0-0,0%
21,37,〇,2,5,2,10,34,70.83%,3,2,強森,269,強森,5,1,13,71.72%,34:45,9,7-9,77.78%,9,1-3,33.33%,6,4-6,66.67%
0,1,,1,3,0,1,3,0%,0,3,呂宗霖,273,呂宗霖,7,0,1,0%,07:10,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,0,,3,0,0,2,2,50%,2,1,謝宗融,274,謝宗融,15,0,4,50%,14:51,2,1-2,50%,2,0-0,0%,0,0-0,0%
7,-3,,0,0,0,0,6,87.5%,0,0,簡廷兆,275,簡廷兆,24,0,0,87.5%,06:30,2,2-2,100%,2,1-2,50%,0,0-0,0%
5,3,〇,1,4,0,3,6,35.71%,0,2,張宗憲,43,張宗憲,3,0,3,35.71%,18:22,5,1-5,20%,5,1-2,50%,0,0-0,0%
25,20,〇,5,4,2,7,28,56.67%,2,4,辛特力,51,辛特力,17,2,9,65.93%,36:00,6,4-6,66.67%,6,3-9,33.33%,9,8-9,88.89%
14,31,,1,1,2,6,18,70%,1,3,洪楷傑,235,洪楷傑,11,0,7,70%,25:27,2,1-2,50%,2,4-8,50%,0,0-0,0%
