points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,-5,〇,1,2,0,5,8,25%,1,3,楊敬敏,87,楊敬敏,6,0,6,37.55%,25:18,5,2-5,40%,5,0-3,0%,3,3-3,100%
,,,,,,,,,,,林力仁,76,林力仁,7,,,,DNP,,,,,,,,,
10,12,〇,5,5,0,3,6,37.5%,0,3,林書緯,41,林書緯,1,2,3,38.82%,29:03,6,3-6,50%,6,1-6,16.67%,2,1-2,50%
38,2,〇,1,4,3,11,51,73.08%,6,2,牧倫斯,265,牧倫斯,5,0,17,73.08%,39:00,17,10-17,58.82%,17,6-9,66.67%,0,0-0,0%
31,5,〇,3,4,1,7,31,64.29%,1,4,曼尼高,337,曼尼高,55,1,8,66.81%,37:01,12,6-12,50%,12,5-9,55.56%,5,4-5,80%
2,-2,,0,1,0,0,3,50%,1,0,蘇士軒,290,蘇士軒,17,0,1,50%,08:39,1,1-1,100%,1,0-1,0%,0,0-0,0%
0,-4,,1,1,1,1,3,0%,2,3,戴維斯,69,戴維斯,50,0,3,0%,16:18,0,0-0,0%,0,0-1,0%,0,0-0,0%
6,20,〇,0,3,0,4,11,25%,0,2,李愷諺,233,李愷諺,9,4,4,33.78%,33:34,5,2-5,40%,5,0-3,0%,2,2-2,100%
0,-6,,0,0,0,0,0,0%,1,0,陳俊男,232,陳俊男,3,0,1,0%,04:59,1,0-1,0%,1,0-0,0%,0,0-0,0%
7,-6,,0,1,0,0,5,50%,0,0,簡祐哲,234,簡祐哲,10,1,0,50%,15:57,3,2-3,66.67%,3,1-4,25%,0,0-0,0%
2,11,,0,1,1,1,4,25%,0,1,李睿麒,230,李睿麒,0,2,1,25%,14:37,3,1-3,33.33%,3,0-1,0%,0,0-0,0%
,,,,,,,,,,,聶歐瑪,238,聶歐瑪,25,,,,DNP,,,,,,,,,
0,-7,,0,3,0,0,3,0%,0,1,洪志善,237,洪志善,24,1,0,0%,15:34,0,0-0,0%,0,0-1,0%,0,0-0,0%
