points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
18,-13,,2,6,0,4,17,43.75%,2,3,林俊吉,90,林俊吉,11,0,6,49.45%,32:56,9,4-9,44.44%,9,2-7,28.57%,5,4-5,80%
5,4,,1,0,1,1,6,125%,0,1,李德威,94,李德威,26,0,1,125%,08:09,1,1-1,100%,1,1-1,100%,0,0-0,0%
12,3,,1,0,0,6,11,42.86%,2,4,陳振傑,148,陳振傑,0,1,8,42.86%,28:37,5,3-5,60%,5,2-9,22.22%,0,0-0,0%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
4,8,〇,2,1,0,0,2,100%,0,2,吳家駿,215,吳家駿,3,0,0,81.97%,15:04,2,2-2,100%,2,0-0,0%,1,0-1,0%
0,-6,,0,0,0,2,3,0%,1,2,林耀宗,59,林耀宗,7,1,3,0%,13:11,1,0-1,0%,1,0-0,0%,0,0-0,0%
6,0,〇,0,1,0,0,4,60%,0,2,盧冠良,278,盧冠良,28,0,0,60%,19:31,0,0-0,0%,0,2-5,40%,0,0-0,0%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
7,7,〇,2,4,0,7,11,22.22%,1,4,錢肯尼,149,錢肯尼,23,1,8,33.91%,41:59,7,2-7,28.57%,7,0-2,0%,3,3-3,100%
2,-17,,0,0,1,2,3,20%,1,2,吳永盛,229,吳永盛,14,1,3,20%,18:34,3,1-3,33.33%,3,0-2,0%,0,0-0,0%
27,-7,〇,4,1,2,7,28,47.06%,7,3,吉爾貝克,212,吉爾貝克,34,1,14,57.2%,34:59,17,8-17,47.06%,17,0-0,0%,15,11-15,73.33%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
16,-4,〇,5,6,0,7,19,40.91%,2,4,福斯特,244,福斯特,2,1,9,55.1%,27:00,5,3-5,60%,5,1-6,16.67%,8,7-8,87.5%
