points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,10,,1,3,0,2,4,0%,0,2,成力煥,72,成力煥,21,0,2,0%,12:11,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,-8,,1,0,0,2,2,37.5%,0,0,陳冠全,67,陳冠全,15,1,2,37.5%,12:26,2,0-2,0%,2,1-2,50%,0,0-0,0%
3,-9,,1,2,0,4,8,37.5%,1,2,施晉堯,65,施晉堯,28,2,5,37.5%,24:23,3,0-3,0%,3,1-1,100%,0,0-0,0%
6,19,,0,5,0,3,15,75%,0,2,關達祐,58,關達祐,6,2,3,75%,18:01,3,3-3,100%,3,0-1,0%,0,0-0,0%
3,21,,1,0,1,0,4,50%,1,4,丁恩迪,293,丁恩迪,1,1,1,61.48%,16:38,2,1-2,50%,2,0-0,0%,1,1-1,100%
15,12,〇,3,2,0,14,22,50%,1,4,桑尼,296,桑尼,13,2,15,50.4%,30:55,9,4-9,44.44%,9,2-5,40%,2,1-2,50%
,,,,,,,,,,,張鎮衙,297,張鎮衙,27,,,,DNP,,,,,,,,,
0,0,〇,2,5,0,2,3,0%,1,2,白曜誠,298,白曜誠,30,0,3,0%,26:58,1,0-1,0%,1,0-2,0%,0,0-0,0%
19,-3,〇,2,1,1,5,16,54.17%,1,1,沃許本,299,沃許本,42,0,6,59.52%,35:52,7,5-7,71.43%,7,1-5,20%,9,6-9,66.67%
6,1,〇,0,1,0,0,4,50%,0,1,李家慷,218,李家慷,12,0,0,50%,22:04,4,3-4,75%,4,0-2,0%,0,0-0,0%
0,3,,0,0,0,0,-1,0%,0,0,黃泓瀚,221,黃泓瀚,22,0,0,0%,04:46,0,0-0,0%,0,0-1,0%,0,0-0,0%
2,-7,〇,0,1,0,1,2,33.33%,0,2,陳昱瑞,219,陳昱瑞,00,0,1,33.33%,06:12,1,1-1,100%,1,0-2,0%,0,0-0,0%
32,16,,3,3,0,3,25,64.29%,0,3,盧峻翔,226,盧峻翔,69,1,3,67.68%,29:34,13,6-13,46.15%,13,5-8,62.5%,6,5-6,83.33%
