points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,0,〇,4,3,0,4,7,50%,0,2,楊敬敏,87,楊敬敏,6,1,4,55.38%,28:05,3,1-3,33.33%,3,1-2,50%,3,2-3,66.67%
3,1,,0,0,0,0,1,50%,0,0,林力仁,76,林力仁,7,0,0,50%,01:25,1,0-1,0%,1,1-2,50%,0,0-0,0%
2,16,〇,2,6,1,2,4,12.5%,1,6,林書緯,41,林書緯,1,1,3,12.5%,35:13,3,1-3,33.33%,3,0-5,0%,0,0-0,0%
44,12,〇,3,3,0,17,50,64.52%,7,0,牧倫斯,265,牧倫斯,5,0,24,62.93%,38:47,20,14-20,70%,20,4-11,36.36%,9,4-9,44.44%
16,13,〇,3,11,0,5,22,29.41%,3,5,曼尼高,337,曼尼高,55,4,8,39.84%,39:27,12,2-12,16.67%,12,2-5,40%,7,6-7,85.71%
,,,,,,,,,,,李威廷,288,李威廷,4,,,,DNP,,,,,,,,,
8,-2,〇,0,1,0,6,9,26.67%,5,2,蘇士軒,290,蘇士軒,17,0,11,26.67%,23:30,13,4-13,30.77%,13,0-2,0%,0,0-0,0%
10,20,,4,5,0,5,16,71.43%,3,1,戴維斯,69,戴維斯,50,0,8,71.43%,26:54,4,2-4,50%,4,2-3,66.67%,0,0-0,0%
8,20,,1,4,0,6,13,40%,1,3,李愷諺,233,李愷諺,9,2,7,40%,27:03,3,1-3,33.33%,3,2-7,28.57%,0,0-0,0%
2,4,,1,0,0,1,4,100%,2,2,楊興治,228,楊興治,13,0,3,100%,06:42,1,1-1,100%,1,0-0,0%,0,0-0,0%
2,1,,1,0,0,2,4,50%,1,1,簡祐哲,234,簡祐哲,10,1,3,50%,12:54,1,1-1,100%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,林仕軒,231,林仕軒,2,,,,DNP,,,,,,,,,
,,,,,,,,,,,聶歐瑪,238,聶歐瑪,25,,,,DNP,,,,,,,,,
