points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,-4,,1,2,0,3,7,33.33%,1,0,成力煥,72,成力煥,21,2,4,33.33%,22:52,3,2-3,66.67%,3,0-3,0%,0,0-0,0%
3,0,,0,1,0,3,2,25%,0,1,陳冠全,67,陳冠全,15,0,3,25%,18:06,2,0-2,0%,2,1-4,25%,0,0-0,0%
19,-4,,0,2,0,2,22,83.33%,0,3,施晉堯,65,施晉堯,28,2,2,88.29%,27:51,3,3-3,100%,3,3-6,50%,4,4-4,100%
2,-5,,2,1,1,1,2,50%,0,1,關達祐,58,關達祐,6,0,1,50%,06:34,1,1-1,100%,1,0-1,0%,0,0-0,0%
1,-2,,0,0,0,3,2,0%,0,1,丁恩迪,293,丁恩迪,1,0,3,26.6%,07:04,0,0-0,0%,0,0-1,0%,2,1-2,50%
13,-6,〇,2,5,0,3,16,72.22%,1,4,白曜誠,298,白曜誠,30,0,4,72.22%,33:44,5,2-5,40%,5,3-4,75%,0,0-0,0%
21,-12,〇,1,2,1,12,31,75%,1,2,沃許本,299,沃許本,42,1,13,71.72%,37:03,10,9-10,90%,10,0-2,0%,6,3-6,50%
4,-11,〇,3,1,0,13,2,11.54%,0,3,艾爾斯,342,艾爾斯,4,0,13,14.41%,31:59,5,0-5,0%,5,1-8,12.5%,2,1-2,50%
0,-13,〇,0,3,0,1,2,0%,1,1,李家慷,218,李家慷,12,0,2,0%,18:00,2,0-2,0%,2,0-1,0%,0,0-0,0%
0,-3,,0,1,0,0,0,0%,0,2,林正,64,林正,25,0,0,0%,01:48,0,0-0,0%,0,0-1,0%,0,0-0,0%
0,-2,,0,1,0,2,3,0%,0,0,黃泓瀚,221,黃泓瀚,22,0,2,0%,09:19,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,4,,1,0,0,1,4,62.5%,1,0,陳昱瑞,219,陳昱瑞,00,0,2,62.5%,07:39,2,1-2,50%,2,1-2,50%,0,0-0,0%
3,-12,〇,3,0,0,0,-6,21.43%,0,2,盧峻翔,226,盧峻翔,69,0,0,21.43%,18:01,4,0-4,0%,4,1-3,33.33%,0,0-0,0%
