points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-24,,2,2,0,4,0,12.5%,1,1,高國豪,84,高國豪,4,0,5,12.5%,24:28,4,1-4,25%,4,0-4,0%,0,0-0,0%
0,-7,,0,1,0,3,3,0%,0,1,李家瑞,79,李家瑞,12,0,3,0%,05:39,0,0-0,0%,0,0-1,0%,0,0-0,0%
20,-6,〇,1,2,0,4,21,61.54%,3,4,蕭順議,80,蕭順議,11,1,7,63.94%,35:43,10,5-10,50%,10,2-3,66.67%,6,4-6,66.67%
2,-3,,0,0,0,0,2,100%,0,0,宋宇軒,75,宋宇軒,5,0,0,100%,02:54,1,1-1,100%,1,0-0,0%,0,0-0,0%
18,0,〇,2,6,0,2,18,60.71%,0,5,田浩,82,田浩,9,1,2,60.48%,28:04,10,7-10,70%,10,1-4,25%,2,1-2,50%
2,-9,,0,1,0,0,-1,20%,0,0,郭少傑,47,郭少傑,24,0,0,20%,08:28,4,1-4,25%,4,0-1,0%,0,0-0,0%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
0,-19,,3,0,0,2,-1,0%,0,3,曾柏喻,301,曾柏喻,7,0,2,0%,18:35,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,1,,0,1,0,0,1,0%,0,1,呂奇旻,303,呂奇旻,23,0,0,0%,01:58,0,0-0,0%,0,0-0,0%,0,0-0,0%
14,-7,〇,4,2,1,14,27,50%,3,6,阿提諾,304,阿提諾,31,4,17,52.55%,39:01,12,6-12,50%,12,0-0,0%,3,2-3,66.67%
12,-11,〇,3,3,0,6,11,45.83%,0,4,朱雲豪,223,朱雲豪,8,1,6,46.58%,34:03,7,4-7,57.14%,7,1-5,20%,2,1-2,50%
23,-5,〇,1,2,0,9,24,44.44%,3,4,班尼特,255,班尼特,13,0,12,53.44%,41:07,10,5-10,50%,10,2-8,25%,8,7-8,87.5%
