points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
8,-18,〇,1,2,1,3,3,38.89%,0,1,特壞,334,特壞,6,2,3,33.11%,32:51,7,2-7,28.57%,7,1-2,50%,7,1-7,14.29%
3,-6,,1,1,0,1,4,25%,3,2,李家瑞,79,李家瑞,12,1,4,30.74%,13:17,2,1-2,50%,2,0-2,0%,2,1-2,50%
5,1,〇,2,2,1,0,5,40%,1,3,蕭順議,80,蕭順議,11,2,1,42.52%,23:44,5,2-5,40%,5,0-0,0%,2,1-2,50%
0,-5,,0,1,0,0,-1,0%,0,0,宋宇軒,75,宋宇軒,5,0,0,0%,03:42,2,0-2,0%,2,0-0,0%,0,0-0,0%
14,3,〇,1,1,0,2,13,65%,1,0,郭少傑,47,郭少傑,24,2,3,64.34%,27:00,3,2-3,66.67%,3,3-7,42.86%,2,1-2,50%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
4,-13,,1,0,0,2,4,50%,0,1,曾柏喻,301,曾柏喻,7,0,2,69.44%,20:19,2,1-2,50%,2,0-0,0%,2,2-2,100%
6,-16,,1,3,0,2,10,33.33%,3,3,伊波卡,302,伊波卡,21,1,5,43.6%,18:35,6,2-6,33.33%,6,0-0,0%,2,2-2,100%
0,5,,1,2,0,2,1,0%,0,2,呂奇旻,303,呂奇旻,23,0,2,0%,13:08,0,0-0,0%,0,0-2,0%,0,0-0,0%
2,-3,,2,0,0,1,-1,33.33%,0,2,陳則語,352,陳則語,26,0,1,33.33%,04:00,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
13,-7,〇,1,0,0,2,8,59.09%,0,4,朱雲豪,223,朱雲豪,8,0,2,59.09%,37:42,4,2-4,50%,4,3-7,42.86%,0,0-0,0%
26,-11,〇,5,1,1,12,27,47.73%,3,3,班尼特,255,班尼特,13,4,15,52.76%,45:42,10,3-10,30%,10,5-12,41.67%,6,5-6,83.33%
