points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,-25,〇,3,2,0,0,8,68.75%,1,3,高國豪,84,高國豪,4,0,1,68.75%,26:33,5,4-5,80%,5,1-3,33.33%,0,0-0,0%
0,-8,,0,0,0,1,-2,0%,0,0,李家瑞,79,李家瑞,12,0,1,0%,05:47,0,0-0,0%,0,0-3,0%,0,0-0,0%
7,4,,1,0,0,1,4,33.33%,1,2,蕭順議,80,蕭順議,11,1,2,53.68%,16:39,3,1-3,33.33%,3,0-0,0%,8,5-8,62.5%
2,3,,0,0,0,1,3,100%,0,0,宋宇軒,75,宋宇軒,5,0,1,100%,03:02,1,1-1,100%,1,0-0,0%,0,0-0,0%
24,-12,〇,3,6,0,5,30,79.17%,0,3,田浩,82,田浩,9,3,5,81.97%,38:27,7,5-7,71.43%,7,3-5,60%,6,5-6,83.33%
10,-15,〇,1,2,0,0,2,33.33%,1,0,郭少傑,47,郭少傑,24,0,1,37.54%,30:10,3,1-3,33.33%,3,2-9,22.22%,3,2-3,66.67%
4,5,,2,0,0,1,1,0%,0,1,姜廣謙,300,姜廣謙,2,0,1,53.19%,08:57,1,0-1,0%,1,0-1,0%,4,4-4,100%
0,-14,,0,2,0,3,3,0%,0,0,曾柏喻,301,曾柏喻,7,1,3,0%,15:47,3,0-3,0%,3,0-0,0%,0,0-0,0%
0,-1,,0,0,0,1,-2,0%,0,0,伊波卡,302,伊波卡,21,0,1,0%,08:48,1,0-1,0%,1,0-0,0%,2,0-2,0%
0,-4,,0,0,0,1,-2,0%,0,0,林明毅,156,林明毅,3,1,1,0%,06:49,2,0-2,0%,2,0-0,0%,2,0-2,0%
0,-2,,1,0,0,1,0,0%,0,1,林宜輝,224,林宜輝,36,0,1,0%,05:56,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,-24,〇,2,0,2,7,6,42.86%,5,3,辛巴,246,辛巴,35,0,12,32.57%,32:34,7,3-7,42.86%,7,0-0,0%,12,2-12,16.67%
13,-22,〇,4,1,1,6,12,40.63%,2,3,班尼特,255,班尼特,13,4,8,40.63%,40:31,6,2-6,33.33%,6,3-10,30%,0,0-0,0%
