points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-2,164,,0,0,0,0,0,0%,0,0,0,0,,陳振傑,148,,0,,0,0,0,0,0%,0,0,0%,02:44,0,0-0,0%,0,0-0,0%,0,0-0,0%
25,-6,2540,〇,1,5,0,5,22,42%,4,3,3,4,,塔克,86,,2,,3,1,8,8,44.5%,9,7,30.2%,42:20,16,9-16,56.3%,9,1-9,11.1%,7,4-7,57.1%
2,0,1820,〇,2,1,0,3,-1,9.1%,0,0,3,4,,楊敬敏,87,,6,,2,0,9,6,9.1%,1,1,18.9%,30:20,2,1-2,50%,9,0-9,0%,0,0-0,0%
,,,,,,,,,,,,,,,王柏智,89,,10,,,,,,,,,,DNP,,,,,,,,,
0,0,225,,0,0,0,0,-2,0%,0,0,0,0,,林俊吉,90,,11,,0,0,1,0,0%,0,1,29.1%,03:45,1,0-1,0%,1,0-1,0%,0,0-0,0%
23,7,2151,〇,0,5,0,5,22,42.5%,6,1,0,4,,杰倫,91,,12,,3,3,9,5,49.8%,4,4,28.8%,35:51,8,4-8,50%,12,3-12,25%,7,6-7,85.7%
0,-9,491,,0,0,0,0,-2,0%,0,0,0,0,,譚傑龍,92,,13,,0,0,1,0,0%,0,1,10.9%,08:11,1,0-1,0%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,楊盛硯,93,,18,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,金德偉,150,,20,,,,,,,,,,DNP,,,,,,,,,
6,-7,2356,〇,1,1,1,7,12,30%,0,0,3,5,,錢肯尼,149,,23,,2,0,4,10,30%,3,3,12.3%,39:16,6,3-6,50%,4,0-4,0%,0,0-0,0%
33,-12,2341,,2,1,0,6,33,85.3%,4,0,1,4,,忻沃克,155,Randall Walko,24,,0,7,5,7,88%,4,1,23.2%,39:01,5,4-5,80%,12,7-12,58.3%,4,4-4,100%
5,4,2312,〇,3,4,1,4,10,41.7%,0,0,1,4,,李德威,94,,26,,2,1,3,5,41.7%,1,1,10.3%,38:32,2,1-2,50%,4,1-4,25%,0,0-0,0%
