points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
31,-8,2635,〇,4,6,1,12,35,52.1%,6,1,0,2,,里德,57,,5,,3,3,9,12,57.2%,8,4,34.5%,43:55,12,8-12,66.7%,12,3-12,25%,7,6-7,85.7%
13,-2,1744,,3,0,0,2,9,45%,4,0,2,2,,關達祐,58,,6,G,1,1,5,4,55.3%,3,1,24.3%,29:04,4,3-4,75%,6,1-6,16.7%,4,4-4,100%
3,-13,1298,,2,1,0,4,4,37.5%,0,2,2,1,,林耀宗,59,,7,G,1,1,3,6,30.7%,0,0,15.7%,21:38,0,0-0,0%,4,1-4,25%,2,0-2,0%
13,6,2035,〇,2,4,0,7,21,66.7%,5,0,0,4,,沃倫,61,,13,,1,0,2,7,79.3%,4,0,14.8%,33:55,4,4-4,100%,2,0-2,0%,5,5-5,100%
2,-5,730,,0,0,0,3,3,33.3%,0,0,0,1,,孫思堯,62,,15,G,0,0,0,3,33.3%,1,2,11.9%,12:10,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
0,-10,179,,0,0,0,0,-1,0%,0,0,0,2,,賴國維,147,,18,,0,0,1,0,0%,0,0,23.9%,02:59,0,0-0,0%,1,0-1,0%,0,0-0,0%
0,-13,333,,0,0,0,0,-2,0%,0,0,0,0,,陳靖寰,63,,23,G,0,0,1,0,0%,0,1,19.1%,05:33,1,0-1,0%,1,0-1,0%,0,0-0,0%
7,-6,1360,〇,1,1,0,1,5,43.8%,0,0,0,3,,施晉堯,65,,28,G,2,1,4,1,43.8%,2,1,19.6%,22:40,3,2-3,66.7%,5,1-5,20%,0,0-0,0%
2,3,354,,0,0,0,1,0,25%,0,0,0,0,,張耕淯,66,,29,,0,0,2,1,25%,1,1,38.2%,05:54,2,1-2,50%,2,0-2,0%,0,0-0,0%
5,-5,2150,〇,0,1,0,3,5,35.7%,0,0,0,2,,陳冠全,67,,30,G,1,1,2,3,35.7%,1,3,9.6%,35:50,4,1-4,25%,3,1-3,33.3%,0,0-0,0%
7,3,1582,〇,2,4,4,1,8,16.7%,5,3,2,3,,戴維斯,69,,50,,0,0,0,3,36.8%,1,5,21.2%,26:22,6,1-6,16.7%,0,0-0,0%,8,5-8,62.5%
,,,,,,,,,,,,,,,彭俊諺,70,,63,,,,,,,,,,DNP,,,,,,,,,
