points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,-18,1153,〇,3,1,0,1,9,34.6%,2,0,7,1,,林耀宗,59,,7,G,1,1,4,8,39.6%,3,5,36.6%,19:13,8,3-8,37.5%,5,1-5,20%,2,2-2,100%
21,-17,2432,,0,2,2,8,17,35.2%,2,0,0,0,,喬登,158,Jordan Chatman,12,,4,5,14,8,37.7%,2,6,28.7%,40:32,8,2-8,25%,19,5-19,26.3%,2,2-2,100%
0,0,417,,0,0,0,1,1,0%,0,0,0,0,,孫思堯,62,,15,G,0,0,0,1,0%,0,0,0%,06:57,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,賴國維,147,,18,,,,,,,,,,DNP,,,,,,,,,
6,-13,482,,1,0,0,0,1,50%,0,0,0,1,,陳靖寰,63,,23,G,0,2,3,0,50%,0,1,36.1%,08:02,1,0-1,0%,5,2-5,40%,0,0-0,0%
11,-13,2050,,2,1,1,4,16,50%,3,1,5,4,,林正,64,,25,,1,0,0,9,56.4%,4,4,14.3%,34:10,8,4-8,50%,0,0-0,0%,4,3-4,75%
15,-21,1730,〇,3,5,0,1,14,68.2%,0,0,0,3,,施晉堯,65,,28,G,1,3,3,1,68.2%,3,2,20.6%,28:50,5,3-5,60%,6,3-6,50%,0,0-0,0%
13,-9,1077,,0,2,0,0,12,72.2%,0,0,0,0,,張耕淯,66,,29,,1,3,3,0,72.2%,2,1,21.8%,17:57,3,2-3,66.7%,6,3-6,50%,0,0-0,0%
5,-19,1858,〇,0,1,1,2,10,50%,2,0,1,0,,陳冠全,67,,30,G,2,1,0,3,64.4%,0,2,5.3%,30:58,2,0-2,0%,1,1-1,100%,2,2-2,100%
10,-28,1435,〇,3,4,0,4,7,33.3%,0,0,1,0,,傑克,68,,40,,1,0,2,5,33.3%,5,8,32.3%,23:55,13,5-13,38.5%,2,0-2,0%,0,0-0,0%
,,,,,,,,,,,,,,,戴維斯,69,,50,,,,,,,,,,DNP,,,,,,,,,
2,-12,1766,〇,2,7,0,1,8,16.7%,0,0,1,2,,彭俊諺,70,,63,G,4,0,4,2,16.7%,1,1,11.4%,29:26,2,1-2,50%,4,0-4,0%,0,0-0,0%
