points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,關達祐,58,,6,,,,,,,,,,DNP,,,,,,,,,
7,-2,1993,,0,2,0,8,17,50%,0,0,3,3,,林耀宗,59,,7,G,1,1,1,11,50%,2,3,9.9%,33:13,5,2-5,40%,2,1-2,50%,0,0-0,0%
10,6,1931,〇,3,4,0,6,7,35.7%,0,0,0,3,,喬登,158,Jordan Chatman,12,,0,2,7,6,35.7%,2,3,24.7%,32:11,5,2-5,40%,9,2-9,22.2%,0,0-0,0%
,,,,,,,,,,,,,,,孫思堯,62,,15,,,,,,,,,,DNP,,,,,,,,,
3,-1,166,,0,0,0,1,4,150%,0,0,0,1,,賴國維,147,,18,,0,1,0,1,150%,0,0,23.3%,02:46,0,0-0,0%,1,1-1,100%,0,0-0,0%
3,-1,516,,0,0,0,0,3,75%,0,0,0,2,,陳靖寰,63,,23,G,1,1,1,0,75%,0,0,11.6%,08:36,0,0-0,0%,2,1-2,50%,0,0-0,0%
0,-7,145,,0,1,0,0,0,0%,0,2,1,1,,林正,64,,25,,0,0,0,1,0%,0,0,20.5%,02:25,0,0-0,0%,0,0-0,0%,2,0-2,0%
20,2,2492,〇,2,7,0,2,18,50%,3,0,0,4,,施晉堯,65,,28,G,1,3,6,2,54.6%,4,4,23.1%,41:32,8,4-8,50%,9,3-9,33.3%,3,3-3,100%
5,-13,600,,1,0,0,3,3,35.7%,0,0,1,2,,張耕淯,66,,29,,0,1,1,4,35.7%,1,4,37.2%,10:00,5,1-5,20%,2,1-2,50%,0,0-0,0%
11,3,1989,〇,2,1,0,4,10,61.1%,0,0,0,3,,陳冠全,67,,30,G,1,3,3,4,61.1%,1,2,15.5%,33:09,3,1-3,33.3%,6,3-6,50%,0,0-0,0%
37,-7,2806,〇,2,4,2,16,48,71.7%,4,3,2,3,,傑克,68,,40,,0,3,1,18,70.9%,12,7,28.4%,46:46,19,12-19,63.2%,4,3-4,75%,7,4-7,57.1%
4,-15,1762,〇,2,7,0,1,8,20%,2,0,1,3,,彭俊諺,70,,63,G,1,0,2,2,34%,1,2,12.6%,29:22,3,1-3,33.3%,2,0-2,0%,2,2-2,100%
