points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,-7,1498,,4,7,0,1,10,36.7%,0,0,3,1,,關達祐,58,,6,G,2,1,6,4,36.7%,4,4,33%,24:58,8,4-8,50%,7,1-7,14.3%,0,0-0,0%
,,,,,,,,,,,,,,,林耀宗,59,,7,,,,,,,,,,DNP,,,,,,,,,
27,-17,2335,〇,1,3,0,4,28,75%,0,0,1,2,,喬登,158,Jordan Chatman,12,,1,5,6,5,75%,6,1,20.8%,38:55,7,6-7,85.7%,11,5-11,45.5%,0,0-0,0%
4,-1,1142,,0,0,1,5,11,66.7%,0,0,1,2,,孫思堯,62,,15,G,1,0,0,6,66.7%,2,1,6.6%,19:02,3,2-3,66.7%,0,0-0,0%,0,0-0,0%
5,2,361,,2,2,0,1,5,83.3%,0,0,0,0,,賴國維,147,,18,,0,1,0,1,83.3%,1,1,34.7%,06:01,2,1-2,50%,1,1-1,100%,0,0-0,0%
5,-10,680,,1,4,0,2,10,25%,3,0,2,1,,陳靖寰,63,,23,G,1,0,3,4,47%,1,0,23.9%,11:20,1,1-1,100%,3,0-3,0%,3,3-3,100%
16,-9,2330,〇,2,3,0,10,25,65%,3,1,1,0,,林正,64,,25,,2,1,3,11,68%,5,1,15.1%,38:50,6,5-6,83.3%,4,1-4,25%,4,3-4,75%
24,-17,2470,〇,7,1,0,3,15,63.9%,1,0,1,3,,施晉堯,65,,28,G,2,5,7,4,65.1%,4,2,25.8%,41:10,6,4-6,66.7%,12,5-12,41.7%,1,1-1,100%
6,-2,1700,,2,5,0,3,3,15.4%,2,0,1,1,,張耕淯,66,,29,,1,0,6,4,21.6%,2,5,23.6%,28:20,7,2-7,28.6%,6,0-6,0%,2,2-2,100%
3,-15,1738,〇,1,1,0,8,9,25%,1,1,2,2,,陳冠全,67,,30,G,0,0,3,10,30.7%,1,0,8.7%,28:58,1,1-1,100%,3,0-3,0%,2,1-2,50%
,,,,,,,,,,,,,,,傑克,68,,40,,,,,,,,,,DNP,,,,,,,,,
0,-4,146,〇,0,0,0,0,-2,0%,0,0,0,0,,彭俊諺,70,,63,G,0,0,1,0,0%,0,1,41.6%,02:26,1,0-1,0%,1,0-1,0%,0,0-0,0%
