points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,1,264,,0,0,0,0,2,50%,0,0,0,2,,蕭順議,80,,1,,1,0,0,0,50%,1,1,21.3%,04:24,2,1-2,50%,0,0-0,0%,0,0-0,0%
0,2,387,,0,1,0,0,2,0%,0,0,0,0,,鄭瑋,77,,2,,2,0,0,0,0%,0,1,7.1%,06:27,1,0-1,0%,0,0-0,0%,0,0-0,0%
19,-5,2032,〇,1,5,0,3,16,28.9%,8,0,0,2,,高國豪,84,,4,,4,1,6,3,42.2%,4,8,30.3%,33:52,12,4-12,33.3%,7,1-7,14.3%,8,8-8,100%
0,-10,226,,0,0,0,0,-1,0%,0,0,0,1,,宋宇軒,75,,5,,0,0,0,0,0%,0,1,14.2%,03:46,1,0-1,0%,0,0-0,0%,0,0-0,0%
7,-5,957,,2,1,0,2,5,41.7%,2,0,0,2,,潘冠翰,74,,11,,1,1,2,2,50.9%,1,2,25.2%,15:57,3,1-3,33.3%,3,1-3,33.3%,2,2-2,100%
10,9,1844,〇,0,2,0,2,5,33.3%,2,1,0,3,,李家瑞,79,,12,,0,0,3,2,37.5%,4,5,18.9%,30:44,9,4-9,44.4%,3,0-3,0%,3,2-3,66.7%
7,-27,1321,,2,1,0,3,4,38.9%,0,1,2,3,,田浩,82,,14,,0,1,4,5,37.1%,2,2,22.1%,22:01,4,2-4,50%,5,1-5,20%,1,0-1,0%
15,-2,2194,〇,2,4,0,3,16,43.3%,2,0,2,3,,成力煥,72,,21,,3,1,3,5,47.2%,5,6,21.1%,36:34,11,5-11,45.5%,4,1-4,25%,2,2-2,100%
14,-8,2047,〇,0,3,0,9,22,43.3%,1,0,4,0,,雷特,152,,30,,1,1,5,13,45.3%,5,4,19.3%,34:07,9,5-9,55.6%,6,1-6,16.7%,1,1-1,100%
9,8,2146,〇,2,1,2,9,14,40%,1,2,2,2,,塔壁,153,,34,,1,0,0,11,39.8%,4,6,16.2%,35:46,10,4-10,40%,0,0-0,0%,3,1-3,33.3%
0,0,420,,0,1,0,1,0,0%,0,0,0,1,,容毅燊,78,,52,,0,0,1,1,0%,0,1,12.2%,07:00,1,0-1,0%,1,0-1,0%,0,0-0,0%
3,-13,562,,2,1,0,0,2,150%,0,0,0,5,,吳岱豪,71,,54,,0,1,0,0,150%,0,0,14.2%,09:22,0,0-0,0%,1,1-1,100%,0,0-0,0%
