points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-4,424,,1,1,0,1,1,33.3%,0,0,0,1,,蕭順議,80,,1,,0,0,0,1,33.3%,1,2,25.2%,07:04,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
0,-9,634,,1,0,0,0,-3,0%,0,2,0,4,,鄭瑋,77,,2,,0,0,0,0,0%,0,0,8.3%,10:34,0,0-0,0%,0,0-0,0%,2,0-2,0%
11,-6,1494,〇,2,3,0,4,13,50%,0,0,1,1,,高國豪,84,,4,,3,3,4,5,50%,1,3,23.9%,24:54,4,1-4,25%,7,3-7,42.9%,0,0-0,0%
7,-10,1292,,2,1,0,4,7,35.7%,2,0,0,2,,陳堅恩,73,,6,,2,1,4,4,44.4%,1,1,20.7%,21:32,2,1-2,50%,5,1-5,20%,2,2-2,100%
4,-4,758,,2,1,0,0,0,50%,1,1,0,1,,潘冠翰,74,,11,,0,1,1,0,51.5%,0,1,21.6%,12:38,1,0-1,0%,2,1-2,50%,2,1-2,50%
12,-19,2123,〇,1,2,1,3,8,34.6%,3,1,1,3,,李家瑞,79,,12,,0,1,4,4,40.7%,3,5,19.8%,35:23,8,3-8,37.5%,5,1-5,20%,4,3-4,75%
2,2,1096,,1,5,0,2,12,25%,0,0,4,1,,田浩,82,,14,,3,0,1,6,25%,1,2,12.2%,18:16,3,1-3,33.3%,1,0-1,0%,0,0-0,0%
9,-7,1485,〇,1,3,0,1,10,40%,1,1,2,3,,成力煥,72,,21,,3,0,1,3,41.4%,4,5,21.8%,24:45,9,4-9,44.4%,1,0-1,0%,2,1-2,50%
23,-12,2304,〇,2,0,0,4,15,50%,4,0,0,2,,狠投,151,,23,,1,3,4,4,55.4%,5,7,26.4%,38:24,12,5-12,41.7%,7,3-7,42.9%,4,4-4,100%
16,-11,1862,〇,0,1,2,4,22,53.3%,0,0,3,1,,雷特,152,,30,,4,2,3,7,53.3%,5,5,21.3%,31:02,10,5-10,50%,5,2-5,40%,0,0-0,0%
2,-2,251,,0,0,0,0,1,50%,0,0,0,2,,容毅燊,78,,52,,0,0,1,0,50%,1,0,22%,04:11,1,1-1,100%,1,0-1,0%,0,0-0,0%
3,7,677,,0,3,0,1,7,100%,1,1,0,4,,吳岱豪,71,,54,,1,0,0,1,79.8%,1,0,7.5%,11:17,1,1-1,100%,0,0-0,0%,2,1-2,50%
