points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
18,24,2399,〇,3,10,2,9,22,27.3%,6,3,2,3,,里德,57,,5,,3,0,6,11,34.7%,6,10,32.4%,39:59,16,6-16,37.5%,6,0-6,0%,9,6-9,66.7%
2,-5,143,,1,1,0,1,2,50%,0,0,0,0,,關達祐,58,,6,G,0,0,0,1,50%,1,1,65.5%,02:23,2,1-2,50%,0,0-0,0%,0,0-0,0%
8,5,1126,,1,1,0,3,7,50%,0,0,0,2,,林耀宗,59,,7,G,0,0,2,3,50%,4,2,21.8%,18:46,6,4-6,66.7%,2,0-2,0%,0,0-0,0%
0,-10,247,,1,0,0,0,-1,0%,0,0,0,1,,賴國維,147,,18,,0,0,0,0,0%,0,0,10.9%,04:07,0,0-0,0%,0,0-0,0%,0,0-0,0%
6,10,1094,,0,2,0,2,10,150%,0,0,0,3,,陳靖寰,63,,23,G,0,2,0,2,150%,0,0,4.9%,18:14,0,0-0,0%,2,2-2,100%,0,0-0,0%
,,,,,,,,,,,,,,,林正,64,,25,,,,,,,,,,DNP,,,,,,,,,
17,13,2124,〇,0,1,0,4,18,57.7%,2,1,1,3,,施晉堯,65,,28,G,2,1,3,5,59.4%,6,3,17.9%,35:24,9,6-9,66.7%,4,1-4,25%,3,2-3,66.7%
3,15,649,,0,2,0,0,3,50%,0,0,0,0,,張耕淯,66,,29,,0,1,2,0,50%,0,0,13.1%,10:49,0,0-0,0%,3,1-3,33.3%,0,0-0,0%
3,5,1135,,1,2,0,2,4,50%,0,0,0,2,,陳冠全,67,,30,G,0,1,1,2,50%,0,1,9.7%,18:55,1,0-1,0%,2,1-2,50%,0,0-0,0%
22,11,1980,〇,5,2,0,9,24,63.3%,3,3,5,2,,傑克,68,,40,,0,1,0,14,62.4%,8,6,30%,33:00,14,8-14,57.1%,1,1-1,100%,6,3-6,50%
11,15,1697,〇,5,0,4,8,23,87.5%,4,1,6,1,,戴維斯,69,,50,,1,1,0,14,88.7%,2,1,17.5%,28:17,3,2-3,66.7%,1,1-1,100%,5,4-5,80%
13,17,1806,〇,1,4,0,5,15,75%,1,3,0,1,,彭俊諺,70,,63,G,1,4,3,5,66.6%,0,1,15.7%,30:06,1,0-1,0%,7,4-7,57.1%,4,1-4,25%
