points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,4,828,,0,0,0,0,4,66.7%,1,1,0,0,,鄭瑋,77,,2,,1,0,0,0,64.4%,2,1,14.3%,13:48,3,2-3,66.7%,0,0-0,0%,2,1-2,50%
10,14,1542,〇,0,5,0,4,21,50%,5,1,1,2,,高國豪,84,,4,,5,1,1,5,65.4%,1,2,14.6%,25:42,3,1-3,33.3%,2,1-2,50%,6,5-6,83.3%
2,-11,513,,0,0,0,0,1,50%,0,0,0,0,,宋宇軒,75,,5,,0,0,0,0,50%,1,1,12%,08:33,2,1-2,50%,0,0-0,0%,0,0-0,0%
11,12,598,,1,0,0,0,8,91.7%,0,0,0,1,,陳堅恩,73,,6,,0,3,2,0,91.7%,1,0,37.2%,09:58,1,1-1,100%,5,3-5,60%,0,0-0,0%
0,-3,274,,0,0,0,0,0,0%,0,0,0,2,,潘冠翰,74,,11,,0,0,0,0,0%,0,0,0%,04:34,0,0-0,0%,0,0-0,0%,0,0-0,0%
14,19,2142,〇,1,3,2,6,21,68.8%,3,1,0,3,,李家瑞,79,,12,,1,1,3,6,71.7%,4,0,14.7%,35:42,4,4-4,100%,4,1-4,25%,4,3-4,75%
0,-6,368,,1,2,0,1,1,0%,0,0,0,1,,田浩,82,,14,,1,0,1,1,0%,0,1,23.9%,06:08,1,0-1,0%,1,0-1,0%,0,0-0,0%
11,-10,1196,,0,1,0,1,8,37.5%,5,1,0,3,,成力煥,72,,21,,1,0,1,1,51.7%,3,4,26.8%,19:56,7,3-7,42.9%,1,0-1,0%,6,5-6,83.3%
24,-2,2251,〇,1,3,1,6,26,53.1%,7,1,1,2,,狠投,151,,23,,2,3,3,7,61.5%,4,6,26.5%,37:31,10,4-10,40%,6,3-6,50%,8,7-8,87.5%
19,17,2132,〇,0,10,0,6,32,45.2%,0,0,7,1,,雷特,152,,30,,2,1,4,13,45.2%,8,8,28.7%,35:32,16,8-16,50%,5,1-5,20%,0,0-0,0%
3,-5,933,,0,0,1,1,1,25%,1,1,0,4,,容毅燊,78,,52,,0,0,0,1,30.7%,1,3,15.6%,15:33,4,1-4,25%,0,0-0,0%,2,1-2,50%
12,16,1623,〇,2,0,2,2,13,85.7%,0,0,1,5,,吳岱豪,71,,54,,0,2,1,3,85.7%,3,1,15.9%,27:03,4,3-4,75%,3,2-3,66.7%,0,0-0,0%
