points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
14,5,1569,,2,2,0,3,13,56.3%,5,1,1,5,,蕭順議,80,,1,,0,1,0,4,65.8%,3,4,21%,26:09,7,3-7,42.9%,1,1-1,100%,6,5-6,83.3%
8,-5,1290,,0,2,0,1,9,58.3%,1,1,0,1,,鄭瑋,77,,2,,2,1,3,1,58.1%,2,0,14.1%,21:30,2,2-2,100%,4,1-4,25%,2,1-2,50%
0,0,117,,0,0,0,1,1,0%,0,0,0,0,,林明毅,156,,3,,0,0,0,1,0%,0,0,0%,01:57,0,0-0,0%,0,0-0,0%,0,0-0,0%
23,7,2556,〇,1,6,0,3,28,63.3%,4,0,1,5,,高國豪,84,,4,,2,1,1,4,68.6%,8,5,18.2%,42:36,13,8-13,61.5%,2,1-2,50%,4,4-4,100%
3,-12,553,,0,2,0,0,2,37.5%,0,0,0,1,,陳堅恩,73,,6,,0,1,2,0,37.5%,0,1,19.2%,09:13,1,0-1,0%,3,1-3,33.3%,0,0-0,0%
0,-11,281,,0,0,0,0,-1,0%,0,0,1,1,,潘冠翰,74,,11,,0,0,2,1,0%,0,0,21.6%,04:41,0,0-0,0%,2,0-2,0%,0,0-0,0%
0,0,863,〇,2,1,0,0,-5,0%,0,0,0,0,,李家瑞,79,,12,,0,0,1,0,0%,0,3,18.5%,14:23,3,0-3,0%,1,0-1,0%,0,0-0,0%
10,-1,1585,〇,1,1,0,5,12,44.4%,2,1,3,4,,成力煥,72,,21,,0,0,1,8,48.4%,4,4,18.8%,26:25,8,4-8,50%,1,0-1,0%,3,2-3,66.7%
30,-6,2564,〇,3,5,0,7,26,42%,9,1,3,3,,狠投,151,,23,,1,3,5,10,51%,6,11,33.3%,42:44,17,6-17,35.3%,8,3-8,37.5%,10,9-10,90%
14,1,1955,〇,0,1,4,9,25,42.9%,8,4,3,6,,塔壁,153,,34,,2,0,0,12,57%,3,4,16.6%,32:35,7,3-7,42.9%,0,0-0,0%,12,8-12,66.7%
0,-1,142,,1,0,0,0,-1,0%,0,0,0,0,,容毅燊,78,,52,,0,0,0,0,0%,0,0,21.6%,02:22,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-7,925,,2,3,0,2,2,0%,0,0,2,3,,吳岱豪,71,,54,,0,0,1,4,0%,0,2,14.4%,15:25,2,0-2,0%,1,0-1,0%,0,0-0,0%
