points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
17,-1,1417,,3,1,0,1,13,60.7%,0,0,0,1,,林耀宗,59,,7,G,3,1,3,1,60.7%,7,3,32.4%,23:37,10,7-10,70%,4,1-4,25%,0,0-0,0%
8,-2,1093,,3,2,1,2,8,66.7%,0,0,0,1,,喬登,158,Jordan Chatman,12,,1,2,2,2,66.7%,1,1,21.9%,18:13,2,1-2,50%,4,2-4,50%,0,0-0,0%
0,-1,319,,0,0,0,1,1,0%,0,0,0,2,,孫思堯,62,,15,G,0,0,0,1,0%,0,0,0%,05:19,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-2,295,,0,1,0,0,0,0%,0,0,0,0,,賴國維,147,,18,,0,0,1,0,0%,0,0,11%,04:55,0,0-0,0%,1,0-1,0%,0,0-0,0%
4,-18,529,〇,1,0,0,0,3,100%,0,0,0,0,,陳靖寰,63,,23,G,0,0,0,0,100%,2,0,16.5%,08:49,2,2-2,100%,0,0-0,0%,0,0-0,0%
6,12,515,,1,1,0,1,9,75%,0,0,3,6,,林正,64,,25,,0,0,0,4,75%,3,1,27.4%,08:35,4,3-4,75%,0,0-0,0%,0,0-0,0%
7,-14,2397,〇,2,6,1,8,9,25%,0,0,0,4,,施晉堯,65,,28,G,0,1,5,8,25%,2,6,18%,39:57,8,2-8,25%,6,1-6,16.7%,0,0-0,0%
3,-6,941,,1,1,0,1,0,30%,0,0,0,0,,張耕淯,66,,29,,0,1,2,1,30%,0,2,17.6%,15:41,2,0-2,0%,3,1-3,33.3%,0,0-0,0%
2,-28,2112,〇,2,4,2,3,6,11.1%,0,0,3,0,,陳冠全,67,,30,G,2,0,1,6,11.1%,1,7,13.8%,35:12,8,1-8,12.5%,1,0-1,0%,0,0-0,0%
38,-17,2813,〇,6,4,2,7,42,69.6%,6,3,4,5,,傑克,68,,40,,3,0,2,11,70.5%,16,5,31.4%,46:53,21,16-21,76.2%,2,0-2,0%,9,6-9,66.7%
,,,,,,,,,,,,,,,戴維斯,69,,50,,,,,,,,,,DNP,,,,,,,,,
3,-8,1969,〇,3,7,0,5,10,20%,1,0,0,3,,彭俊諺,70,,63,G,2,0,2,5,27.6%,1,2,11.6%,32:49,3,1-3,33.3%,2,0-2,0%,1,1-1,100%
