points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,陳振傑,148,,0,,,,,,,,,,DNP,,,,,,,,,
42,5,2470,〇,3,2,0,10,38,70.4%,4,2,1,4,,塔克,86,,2,,1,10,10,11,70.9%,4,3,37.9%,41:10,7,4-7,57.1%,20,10-20,50%,6,4-6,66.7%
14,-1,2042,〇,3,6,0,1,14,61.1%,3,1,0,3,,楊敬敏,87,,6,,1,1,1,1,65.1%,4,3,19.2%,34:02,7,4-7,57.1%,2,1-2,50%,4,3-4,75%
,,,,,,,,,,,,,,,王柏智,89,,10,,,,,,,,,,DNP,,,,,,,,,
0,-15,458,,0,0,0,0,0,0%,0,0,0,0,,林俊吉,90,,11,,0,0,0,0,0%,0,0,0%,07:38,0,0-0,0%,0,0-0,0%,0,0-0,0%
16,-3,2093,〇,5,3,0,9,15,40.6%,3,1,3,3,,杰倫,91,,12,,1,3,4,12,45%,2,7,31.8%,34:53,9,2-9,22.2%,7,3-7,42.9%,4,3-4,75%
8,4,2070,,0,3,1,2,8,40%,0,0,1,2,,譚傑龍,92,,13,,0,2,5,3,40%,1,2,14%,34:30,3,1-3,33.3%,7,2-7,28.6%,0,0-0,0%
7,-3,1876,〇,0,1,0,1,9,58.3%,0,0,1,2,,楊盛硯,93,,18,,2,1,2,2,58.3%,2,1,9.2%,31:16,3,2-3,66.7%,3,1-3,33.3%,0,0-0,0%
,,,,,,,,,,,,,,,金德偉,150,,20,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,錢肯尼,149,,23,,,,,,,,,,DNP,,,,,,,,,
9,-5,2468,〇,2,2,0,6,12,40%,1,1,2,5,,李德威,94,,26,,2,0,1,8,41.4%,4,5,14.9%,41:08,9,4-9,44.4%,1,0-1,0%,2,1-2,50%
4,-2,923,,0,1,0,1,6,75%,1,1,1,1,,吳松蔚,95,,30,,1,1,1,2,69.4%,0,0,9.1%,15:23,0,0-0,0%,2,1-2,50%,2,1-2,50%
