points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-7,715,〇,2,1,0,4,0,0%,0,0,0,1,,里德,57,,5,,0,0,2,4,0%,0,1,19.7%,11:55,1,0-1,0%,2,0-2,0%,0,0-0,0%
0,-4,264,〇,0,0,0,0,0,0%,0,0,0,0,,關達祐,58,,6,G,0,0,0,0,0%,0,0,0%,04:24,0,0-0,0%,0,0-0,0%,0,0-0,0%
4,-1,2165,,1,3,0,4,8,33.3%,0,0,1,1,,林耀宗,59,,7,G,1,0,0,5,33.3%,2,4,8.4%,36:05,6,2-6,33.3%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,孫思堯,62,,15,,,,,,,,,,DNP,,,,,,,,,
3,0,996,,4,2,0,3,2,50%,0,0,0,2,,賴國維,147,,18,,0,1,2,3,50%,0,0,19%,16:36,0,0-0,0%,3,1-3,33.3%,0,0-0,0%
15,-3,2030,,1,3,0,1,14,57.7%,0,0,1,6,,陳靖寰,63,,23,G,2,3,5,2,57.7%,3,2,18.4%,33:50,5,3-5,60%,8,3-8,37.5%,0,0-0,0%
,,,,,,,,,,,,,,,林正,64,,25,,,,,,,,,,DNP,,,,,,,,,
16,-6,2269,〇,6,5,0,6,10,41.2%,2,0,0,3,,施晉堯,65,,28,G,0,2,7,6,44.7%,4,4,28%,37:49,8,4-8,50%,9,2-9,22.2%,2,2-2,100%
10,-4,1187,〇,1,1,0,6,13,50%,0,0,2,1,,陳冠全,67,,30,G,0,0,1,8,50%,5,4,25.2%,19:47,9,5-9,55.6%,1,0-1,0%,0,0-0,0%
23,-8,2880,〇,6,4,1,16,29,52.9%,5,4,2,4,,傑克,68,,40,,1,0,2,18,54.9%,9,6,24.4%,48:00,15,9-15,60%,2,0-2,0%,9,5-9,55.6%
17,-4,1693,,0,0,1,4,20,63.6%,3,1,3,0,,戴維斯,69,,50,,1,2,4,7,66.6%,4,1,19.8%,28:13,5,4-5,80%,6,2-6,33.3%,4,3-4,75%
2,-3,201,,1,1,0,0,1,0%,2,0,0,1,,彭俊諺,70,,63,G,0,0,1,0,53.2%,0,0,41.7%,03:21,0,0-0,0%,1,0-1,0%,2,2-2,100%
