points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
43,12,2772,〇,4,4,1,7,37,50%,16,2,1,4,,里德,57,,5,,3,5,10,8,61.6%,6,6,35.4%,46:12,12,6-12,50%,15,5-15,33.3%,18,16-18,88.9%
14,12,2142,〇,2,9,0,3,19,65%,1,3,0,5,,關達祐,58,,6,G,2,1,2,3,59.5%,5,2,16.4%,35:42,7,5-7,71.4%,3,1-3,33.3%,4,1-4,25%
2,13,434,,0,0,0,1,2,100%,0,2,0,1,,林耀宗,59,,7,G,1,0,0,1,53.2%,1,0,11.2%,07:14,1,1-1,100%,0,0-0,0%,2,0-2,0%
,,,,,,,,,,,,,,,孫思堯,62,,15,,,,,,,,,,DNP,,,,,,,,,
0,-1,626,,1,5,0,0,1,0%,0,2,0,2,,賴國維,147,,18,,1,0,2,0,0%,0,0,16.2%,10:26,0,0-0,0%,2,0-2,0%,2,0-2,0%
3,12,819,,0,0,1,3,7,150%,0,0,0,1,,陳靖寰,63,,23,G,0,1,0,3,150%,0,0,3.2%,13:39,0,0-0,0%,1,1-1,100%,0,0-0,0%
6,-5,1130,〇,2,4,0,3,12,60%,0,0,1,1,,施晉堯,65,,28,G,2,0,2,4,60%,3,0,16.3%,18:50,3,3-3,100%,2,0-2,0%,0,0-0,0%
4,-6,1151,,0,0,0,1,0,16.7%,2,0,0,1,,張耕淯,66,,29,,0,0,1,1,29.1%,1,4,15.1%,19:11,5,1-5,20%,1,0-1,0%,2,2-2,100%
14,-3,2012,〇,0,1,0,2,14,46.7%,0,0,4,6,,陳冠全,67,,30,G,1,0,1,6,46.7%,7,7,19%,33:32,14,7-14,50%,1,0-1,0%,0,0-0,0%
12,-6,1424,〇,2,2,1,10,15,37.5%,3,3,2,2,,傑克,68,,40,,1,1,1,12,41%,3,7,30.2%,23:44,10,3-10,30%,2,1-2,50%,6,3-6,50%
8,12,1890,,4,1,3,10,18,60%,2,0,2,2,,戴維斯,69,,50,,1,2,1,12,68%,0,2,13.3%,31:30,2,0-2,0%,3,2-3,66.7%,2,2-2,100%
,,,,,,,,,,,,,,,彭俊諺,70,,63,,,,,,,,,,DNP,,,,,,,,,
