points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,陳振傑,148,,0,,,,,,,,,,DNP,,,,,,,,,
41,7,2669,〇,0,5,0,8,40,44.4%,17,1,2,3,,塔克,86,,2,,2,4,11,10,58.7%,6,6,35.6%,44:29,12,6-12,50%,15,4-15,26.7%,18,17-18,94.4%
17,9,2504,〇,3,1,0,9,18,65.4%,0,2,1,4,,楊敬敏,87,,6,,1,3,2,10,61.2%,4,4,18.5%,41:44,8,4-8,50%,5,3-5,60%,2,0-2,0%
,,,,,,,,,,,,,,,王柏智,89,,10,,,,,,,,,,DNP,,,,,,,,,
0,1,347,,2,0,0,0,-2,0%,0,0,0,1,,林俊吉,90,,11,,0,0,0,0,0%,0,0,18%,05:47,0,0-0,0%,0,0-0,0%,0,0-0,0%
16,2,1990,〇,6,4,0,7,21,53.8%,2,0,3,4,,杰倫,91,,12,,3,0,3,10,57.6%,7,3,27.1%,33:10,10,7-10,70%,3,0-3,0%,2,2-2,100%
3,7,1471,,1,2,1,10,12,30%,0,0,1,4,,譚傑龍,92,,13,,0,1,3,11,30%,0,1,11.2%,24:31,1,0-1,0%,4,1-4,25%,0,0-0,0%
11,7,2221,〇,2,3,0,0,8,50%,3,0,1,5,,楊盛硯,93,,18,,0,2,4,1,59%,1,1,13.7%,37:01,2,1-2,50%,6,2-6,33.3%,3,3-3,100%
4,5,837,,0,0,0,0,1,50%,1,1,0,0,,金德偉,150,,20,,0,1,1,0,51.5%,0,1,13.4%,13:57,1,0-1,0%,2,1-2,50%,2,1-2,50%
,,,,,,,,,,,,,,,錢肯尼,149,,23,,,,,,,,,,DNP,,,,,,,,,
3,6,2183,〇,0,1,1,10,8,13.6%,0,0,2,6,,李德威,94,,26,,1,1,5,12,13.6%,0,5,13.7%,36:23,5,0-5,0%,6,1-6,16.7%,0,0-0,0%
0,-4,178,,0,0,0,0,-1,0%,0,0,0,0,,吳松蔚,95,,30,,0,0,1,0,0%,0,0,22.5%,02:58,0,0-0,0%,1,0-1,0%,0,0-0,0%
