points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
16,-8,2348,〇,3,4,0,2,2,38.9%,2,5,0,2,,塔克,86,,2,,1,4,8,2,38%,1,5,29%,39:08,6,1-6,16.7%,12,4-12,33.3%,7,2-7,28.6%
16,-18,1845,〇,1,2,0,2,12,47.1%,0,0,2,0,,楊敬敏,87,,6,,1,2,8,4,47.1%,5,2,28.2%,30:45,7,5-7,71.4%,10,2-10,20%,0,0-0,0%
0,-2,332,,0,0,0,0,1,0%,0,0,0,2,,王柏智,89,,10,,1,0,0,0,0%,0,0,0%,05:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,-3,549,,1,0,0,0,7,133.3%,0,0,0,1,,林俊吉,90,,11,,0,2,0,0,133.3%,1,0,20.9%,09:09,1,1-1,100%,2,2-2,100%,0,0-0,0%
6,-6,1289,,0,0,1,2,8,60%,0,0,1,4,,譚傑龍,92,,13,,1,2,3,3,60%,0,0,11.2%,21:29,0,0-0,0%,5,2-5,40%,0,0-0,0%
27,-11,2275,〇,2,6,0,15,37,35%,13,2,3,2,,希克斯,154,,17,,4,2,6,18,50.8%,4,8,36.3%,37:55,12,4-12,33.3%,8,2-8,25%,15,13-15,86.7%
5,-10,1521,〇,0,1,0,0,4,62.5%,0,0,0,3,,楊盛硯,93,,18,,0,1,2,0,62.5%,1,0,7.5%,25:21,1,1-1,100%,3,1-3,33.3%,0,0-0,0%
6,-3,331,,0,0,0,0,5,83.3%,1,0,0,1,,金德偉,150,,20,,0,1,1,0,87.2%,1,0,32.3%,05:31,1,1-1,100%,2,1-2,50%,1,1-1,100%
3,-7,697,,1,0,0,0,1,75%,0,0,0,3,,錢肯尼,149,,23,,0,1,0,0,75%,0,1,12.8%,11:37,1,0-1,0%,1,1-1,100%,0,0-0,0%
6,-17,1344,,0,1,1,2,7,42.9%,0,0,2,4,,忻沃克,155,Randall Walko,24,,0,2,3,4,42.9%,0,2,15%,22:24,2,0-2,0%,5,2-5,40%,0,0-0,0%
2,-15,1869,〇,0,3,2,6,9,20%,0,0,0,4,,李德威,94,,26,,0,0,3,6,20%,1,1,7.6%,31:09,2,1-2,50%,3,0-3,0%,0,0-0,0%
,,,,,,,,,,,,,,,吳松蔚,95,,30,,,,,,,,,,DNP,,,,,,,,,
