points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,12,769,,1,2,0,1,-2,12.5%,3,3,0,2,,關達祐,58,,6,G,1,0,3,1,23.5%,1,4,40.2%,12:49,5,1-5,20%,3,0-3,0%,6,3-6,50%
12,8,2085,〇,2,2,0,16,28,66.7%,0,0,3,2,,林耀宗,59,,7,G,0,0,0,19,66.7%,6,3,13.4%,34:45,9,6-9,66.7%,0,0-0,0%,0,0-0,0%
34,7,2692,〇,0,4,2,10,41,69.6%,2,0,1,3,,喬登,158,Jordan Chatman,12,,0,6,5,11,71.2%,7,5,22.5%,44:52,12,7-12,58.3%,11,6-11,54.5%,2,2-2,100%
,,,,,,,,,,,,,,,孫思堯,62,,15,,,,,,,,,,DNP,,,,,,,,,
0,6,229,,2,0,0,2,0,0%,0,0,0,0,,賴國維,147,,18,,2,0,2,2,0%,0,0,55.2%,03:49,0,0-0,0%,2,0-2,0%,0,0-0,0%
10,25,1486,,2,2,1,2,10,50%,2,0,2,3,,陳靖寰,63,,23,G,0,2,4,4,56.3%,1,1,18.8%,24:46,2,1-2,50%,6,2-6,33.3%,2,2-2,100%
0,3,509,,0,0,0,3,2,0%,0,0,2,2,,林正,64,,25,,0,0,0,5,0%,0,3,15.5%,08:29,3,0-3,0%,0,0-0,0%,0,0-0,0%
31,-6,2051,〇,0,4,0,4,31,69%,2,2,1,2,,施晉堯,65,,28,G,1,3,6,5,68.1%,10,2,27.7%,34:11,12,10-12,83.3%,9,3-9,33.3%,4,2-4,50%
12,24,1060,,0,1,0,0,9,50%,2,0,2,2,,張耕淯,66,,29,,0,2,2,2,55.1%,2,4,26.5%,17:40,6,2-6,33.3%,4,2-4,50%,2,2-2,100%
2,-4,1963,〇,5,2,0,6,0,14.3%,0,0,1,2,,陳冠全,67,,30,G,0,0,1,7,14.3%,1,5,15.5%,32:43,6,1-6,16.7%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,傑克,68,,40,,,,,,,,,,DNP,,,,,,,,,
0,-20,1556,〇,2,6,0,3,4,0%,0,2,0,1,,彭俊諺,70,,63,G,2,0,2,3,0%,0,1,9.7%,25:56,1,0-1,0%,2,0-2,0%,2,0-2,0%
