points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,-31,1213,,4,6,0,2,2,25%,1,3,1,0,,關達祐,58,,6,G,2,0,3,3,25.4%,3,6,34.1%,20:13,9,3-9,33.3%,3,0-3,0%,4,1-4,25%
7,-24,1223,,2,1,1,4,3,31.8%,0,4,3,1,,林耀宗,59,,7,G,1,1,5,7,27.4%,2,3,28.3%,20:23,5,2-5,40%,6,1-6,16.7%,4,0-4,0%
15,-35,1940,〇,2,3,1,3,13,45.5%,5,0,0,4,,喬登,158,Jordan Chatman,12,,0,2,2,3,56.8%,2,5,18.2%,32:20,7,2-7,28.6%,4,2-4,50%,5,5-5,100%
0,-10,185,,0,0,0,0,-1,0%,0,0,0,1,,孫思堯,62,,15,G,0,0,0,0,0%,0,1,12.8%,03:05,1,0-1,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,賴國維,147,,18,,,,,,,,,,DNP,,,,,,,,,
3,-19,1107,,2,1,1,0,1,33.3%,1,1,0,1,,陳靖寰,63,,23,G,1,0,2,0,38.7%,1,0,12.5%,18:27,1,1-1,100%,2,0-2,0%,2,1-2,50%
1,-16,1114,,1,1,1,5,6,0%,1,1,3,5,,林正,64,,25,,0,0,1,8,12.9%,0,2,10.4%,18:34,2,0-2,0%,1,0-1,0%,2,1-2,50%
12,-34,1796,〇,3,0,0,4,9,66.7%,0,0,0,3,,施晉堯,65,,28,G,0,2,3,4,66.7%,3,1,15.9%,29:56,4,3-4,75%,5,2-5,40%,0,0-0,0%
4,-9,913,,0,0,0,1,-2,18.2%,0,0,0,0,,張耕淯,66,,29,,2,0,3,1,18.2%,2,6,28.1%,15:13,8,2-8,25%,3,0-3,0%,0,0-0,0%
11,-19,1296,〇,0,0,0,0,7,61.1%,0,0,0,2,,陳冠全,67,,30,G,0,1,4,0,61.1%,4,0,16.4%,21:36,4,4-4,100%,5,1-5,20%,0,0-0,0%
14,-41,2162,〇,2,2,1,4,13,36.1%,1,1,6,4,,傑克,68,,40,,1,1,4,10,37.1%,5,8,22.3%,36:02,13,5-13,38.5%,5,1-5,20%,2,1-2,50%
8,-12,1451,〇,5,6,0,4,7,50%,2,2,0,3,,彭俊諺,70,,63,G,0,2,2,4,51.5%,0,2,20.4%,24:11,2,0-2,0%,4,2-4,50%,4,2-4,50%
