points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,-4,951,,1,1,0,1,4,66.7%,3,3,0,2,,蕭順議,80,,1,,0,0,0,1,62.1%,2,1,19.5%,15:51,3,2-3,66.7%,0,0-0,0%,6,3-6,50%
9,-8,1502,,2,6,0,2,13,50%,4,0,0,1,,鄭瑋,77,,2,,1,1,3,2,66.6%,1,0,15.5%,25:02,1,1-1,100%,4,1-4,25%,4,4-4,100%
3,-14,917,,1,1,0,0,-1,25%,0,0,0,3,,林明毅,156,,3,,1,1,4,0,25%,0,1,20.6%,15:17,1,0-1,0%,5,1-5,20%,0,0-0,0%
10,-13,1624,〇,1,2,0,0,4,26.9%,3,0,0,3,,高國豪,84,,4,,3,1,1,0,34.9%,2,9,25%,27:04,11,2-11,18.2%,2,1-2,50%,3,3-3,100%
3,-18,831,,1,0,0,0,-4,21.4%,0,0,0,2,,林力仁,76,,7,,0,1,4,0,21.4%,0,2,27.2%,13:51,2,0-2,0%,5,1-5,20%,0,0-0,0%
1,-7,856,,2,0,0,5,-1,0%,1,1,0,0,,潘冠翰,74,,11,,0,0,3,5,10.2%,0,1,21.7%,14:16,1,0-1,0%,3,0-3,0%,2,1-2,50%
0,-13,853,〇,3,0,0,4,-1,0%,0,0,1,4,,李家瑞,79,,12,,0,0,1,5,0%,0,2,18.9%,14:13,2,0-2,0%,1,0-1,0%,0,0-0,0%
0,-14,631,〇,3,0,0,0,-4,0%,0,0,0,3,,田浩,82,,14,,0,0,1,0,0%,0,0,17.7%,10:31,0,0-0,0%,1,0-1,0%,0,0-0,0%
14,-8,1509,,3,1,1,0,14,70%,0,0,2,1,,成力煥,72,,21,,2,0,1,2,70%,7,2,22.9%,25:09,9,7-9,77.8%,1,0-1,0%,0,0-0,0%
14,-19,2127,〇,3,2,0,10,18,45.8%,3,1,0,1,,雷特,152,,30,,3,1,4,10,50.9%,4,3,21.1%,35:27,7,4-7,57.1%,5,1-5,20%,4,3-4,75%
17,-16,1909,〇,1,1,6,4,27,71.4%,7,3,2,5,,塔壁,153,,34,,3,0,0,6,74.6%,5,2,17.7%,31:49,7,5-7,71.4%,0,0-0,0%,10,7-10,70%
4,-11,690,,1,0,0,0,3,66.7%,0,0,0,3,,容毅燊,78,,52,,1,0,0,0,66.7%,2,1,16%,11:30,3,2-3,66.7%,0,0-0,0%,0,0-0,0%
