points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-4,247,,0,0,0,1,2,0%,2,0,0,0,,陳振傑,148,,0,,0,0,1,1,53.2%,0,0,20.4%,04:07,0,0-0,0%,1,0-1,0%,2,2-2,100%
6,8,269,〇,0,0,0,2,7,100%,0,0,0,1,,田壘,85,,1,,0,2,1,2,100%,0,0,32.6%,04:29,0,0-0,0%,3,2-3,66.7%,0,0-0,0%
36,-1,2545,〇,2,10,0,8,35,45.3%,7,3,3,4,,塔克,86,,2,,2,3,12,11,49.5%,10,7,39.7%,42:25,17,10-17,58.8%,15,3-15,20%,10,7-10,70%
5,1,1421,,0,0,0,4,5,40%,1,1,0,3,,王柏智,89,,10,,0,0,0,4,42.5%,2,3,11.1%,23:41,5,2-5,40%,0,0-0,0%,2,1-2,50%
6,6,921,〇,0,1,0,0,4,42.9%,0,0,1,0,,林俊吉,90,,11,,0,0,2,1,42.9%,3,2,20.3%,15:21,5,3-5,60%,2,0-2,0%,0,0-0,0%
15,13,1978,〇,1,6,0,8,23,46.4%,2,0,3,3,,杰倫,91,,12,,1,3,6,11,50.4%,2,3,21.5%,32:58,5,2-5,40%,9,3-9,33.3%,2,2-2,100%
3,-13,1190,,1,0,0,2,0,30%,0,2,0,4,,譚傑龍,92,,13,,2,1,2,2,25.5%,0,2,15.7%,19:50,2,0-2,0%,3,1-3,33.3%,2,0-2,0%
3,-2,1457,〇,0,0,0,1,1,20%,1,1,2,0,,楊盛硯,93,,18,,0,0,3,3,25.5%,1,1,10.6%,24:17,2,1-2,50%,3,0-3,0%,2,1-2,50%
3,-3,997,,0,1,1,0,5,50%,0,0,1,5,,金德偉,150,,20,,1,1,2,1,50%,0,0,8.1%,16:37,0,0-0,0%,3,1-3,33.3%,0,0-0,0%
0,-9,246,,1,1,0,2,1,0%,0,0,0,0,,錢肯尼,149,,23,,0,0,1,2,0%,0,0,21.7%,04:06,0,0-0,0%,1,0-1,0%,0,0-0,0%
9,-14,1670,,2,1,1,7,12,31.3%,4,0,2,4,,忻沃克,155,Randall Walko,24,,0,1,3,9,46.1%,1,3,18.9%,27:50,4,1-4,25%,4,1-4,25%,4,4-4,100%
18,-2,1459,,0,0,0,2,18,100%,0,0,1,2,,吳松蔚,95,,30,,0,6,3,3,100%,0,0,16.3%,24:19,0,0-0,0%,9,6-9,66.7%,0,0-0,0%
