points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,-17,1599,〇,0,2,0,4,9,33.3%,3,1,0,4,,蕭順議,80,,1,,1,0,2,4,52.5%,1,0,7.7%,26:39,1,1-1,100%,2,0-2,0%,4,3-4,75%
9,2,1194,,0,1,0,2,9,43.8%,2,0,0,1,,鄭瑋,77,,2,,2,1,2,2,50.7%,2,3,19.6%,19:54,5,2-5,40%,3,1-3,33.3%,2,2-2,100%
0,1,269,,1,1,0,1,-1,0%,0,0,0,0,,林明毅,156,,3,,0,0,0,1,0%,0,2,31.5%,04:29,2,0-2,0%,0,0-0,0%,0,0-0,0%
14,0,1440,,3,1,0,1,6,34.6%,5,1,2,3,,高國豪,84,,4,,1,1,3,3,44.8%,3,6,32.6%,24:00,9,3-9,33.3%,4,1-4,25%,6,5-6,83.3%
0,4,300,,0,0,0,0,-4,0%,0,0,0,0,,林力仁,76,,7,,0,0,3,0,0%,0,1,33.6%,05:00,1,0-1,0%,3,0-3,0%,0,0-0,0%
10,-9,1708,,4,0,0,6,6,55.6%,0,2,0,2,,潘冠翰,74,,11,,1,2,3,6,50.6%,2,2,20.8%,28:28,4,2-4,50%,5,2-5,40%,2,0-2,0%
3,-1,605,,0,0,0,3,4,37.5%,0,0,1,0,,李家瑞,79,,12,,0,1,1,4,37.5%,0,2,16.8%,10:05,2,0-2,0%,2,1-2,50%,0,0-0,0%
0,-4,860,〇,1,4,0,3,2,0%,0,0,1,1,,田浩,82,,14,,0,0,2,4,0%,0,3,18%,14:20,3,0-3,0%,2,0-2,0%,0,0-0,0%
11,-8,1335,,1,2,0,0,6,38.5%,1,1,4,2,,成力煥,72,,21,,0,2,3,4,39.6%,2,6,28.4%,22:15,8,2-8,25%,5,2-5,40%,2,1-2,50%
15,-5,2577,〇,1,7,2,7,31,59.1%,2,0,5,2,,雷特,152,,30,,1,1,3,12,63.1%,5,2,12.9%,42:57,7,5-7,71.4%,4,1-4,25%,2,2-2,100%
16,-9,2183,〇,2,0,4,10,24,50%,4,4,5,2,,塔壁,153,,34,,1,0,0,15,51.5%,6,6,20.4%,36:23,12,6-12,50%,0,0-0,0%,8,4-8,50%
2,-9,330,〇,0,0,0,1,0,0%,2,0,2,1,,容毅燊,78,,52,,0,0,1,3,17%,0,4,49.4%,05:30,4,0-4,0%,1,0-1,0%,2,2-2,100%
